device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,target
Lights,108,low cold,2018-01-08,14:00:00,15:00:00,afternoon,11,21,1915,0
Lights,108,very cold,2018-01-08,14:00:00,15:00:00,afternoon,9,41,1928,0
Lights,108,cold,2018-01-08,23:00:00,00:00:00,midnight,6,36,1410,1
Lights,108,very hot,2018-01-09,03:00:00,04:00:00,midnight,13,16,1043,1
Lights,108,low hot,2018-01-09,06:00:00,07:00:00,early morning,15,31,1936,0
Lights,108,very hot,2018-01-09,18:00:00,19:00:00,evening,10,56,1475,1
Lights,108,very cold,2018-01-09,19:00:00,20:00:00,night,1,2,1730,0
Lights,108,cold,2018-01-09,21:00:00,22:00:00,night,8,14,1351,1
Microwave,108,very hot,2018-01-23,05:00:00,06:00:00,early morning,2,55,1689,0
Microwave,108,low cold,2018-01-23,06:00:00,07:00:00,early morning,14,42,1537,0
Microwave,108,cold,2018-01-23,08:00:00,09:00:00,morning,12,14,1649,0
Microwave,108,low hot,2018-01-23,09:00:00,10:00:00,morning,9,9,1402,0
Microwave,108,hot,2018-01-23,15:00:00,16:00:00,afternoon,13,40,1293,1
Microwave,108,low hot,2018-01-24,00:00:00,01:00:00,midnight,13,20,1974,0
Microwave,108,cold,2018-01-24,02:00:00,03:00:00,midnight,7,48,1977,0
Microwave,108,very cold,2018-01-24,04:00:00,05:00:00,early morning,14,39,1828,0
Microwave,108,cold,2018-01-24,05:00:00,06:00:00,early morning,13,6,1439,1
Microwave,108,cold,2018-01-24,07:00:00,08:00:00,morning,3,36,1256,1
Microwave,108,very cold,2018-01-24,08:00:00,09:00:00,morning,3,30,1274,1
Microwave,108,hot,2018-01-24,09:00:00,10:00:00,morning,1,4,1885,0
Microwave,108,very hot,2018-01-24,09:00:00,10:00:00,morning,5,27,1065,1
Microwave,108,hot,2018-01-24,17:00:00,18:00:00,evening,10,46,1485,1
Microwave,108,low cold,2018-01-24,18:00:00,19:00:00,evening,9,10,1934,0
Microwave,108,low hot,2018-01-25,04:00:00,05:00:00,early morning,1,24,1041,1
Microwave,108,cold,2018-01-25,05:00:00,06:00:00,early morning,0,0,1695,0
Microwave,108,cold,2018-01-25,06:00:00,07:00:00,early morning,15,33,1859,0
Microwave,108,very hot,2018-01-25,09:00:00,10:00:00,morning,4,20,1365,0
Microwave,108,very hot,2018-01-25,12:00:00,13:00:00,afternoon,1,33,1527,0
Microwave,108,very cold,2018-01-25,16:00:00,17:00:00,evening,10,47,1334,1
Microwave,108,low cold,2018-01-25,17:00:00,18:00:00,evening,8,45,1313,1
Microwave,108,cold,2018-01-25,19:00:00,20:00:00,night,8,21,1301,1
Microwave,108,low hot,2018-01-25,21:00:00,22:00:00,night,13,46,1500,1
Microwave,108,very cold,2018-01-25,23:00:00,00:00:00,midnight,8,48,1694,0
Microwave,108,hot,2018-01-26,05:00:00,06:00:00,early morning,3,1,1625,0
Microwave,108,cold,2018-01-26,09:00:00,10:00:00,morning,3,18,1778,0
Microwave,108,hot,2018-01-26,10:00:00,11:00:00,morning,6,39,1921,0
Microwave,108,low cold,2018-01-26,11:00:00,12:00:00,morning,14,58,1777,0
Microwave,108,low cold,2018-01-26,13:00:00,14:00:00,afternoon,8,2,1467,0
Microwave,108,low hot,2018-01-26,13:00:00,14:00:00,afternoon,3,50,1613,0
Microwave,108,very cold,2018-01-26,14:00:00,15:00:00,afternoon,11,39,1714,0
Microwave,108,hot,2018-01-26,19:00:00,20:00:00,night,9,21,1694,0
Microwave,108,low hot,2018-01-26,19:00:00,20:00:00,night,13,28,1234,1
Microwave,108,hot,2018-01-26,21:00:00,22:00:00,night,14,2,1794,0
Microwave,108,very cold,2018-01-26,22:00:00,23:00:00,night,6,45,1936,0
Microwave,108,low hot,2018-01-27,00:00:00,01:00:00,midnight,8,24,1684,0
Microwave,108,very hot,2018-01-27,04:00:00,05:00:00,early morning,5,46,1825,0
Microwave,108,low hot,2018-01-27,11:00:00,12:00:00,morning,13,53,1861,0
Microwave,108,hot,2018-01-27,12:00:00,13:00:00,afternoon,0,0,1188,1
Microwave,108,hot,2018-01-27,19:00:00,20:00:00,night,0,0,1626,0
Microwave,108,low cold,2018-01-27,22:00:00,23:00:00,night,3,21,1947,0
Refridgerator,108,very hot,2018-01-14,01:00:00,02:00:00,midnight,12,9,130,1
Refridgerator,108,very cold,2018-01-14,02:00:00,03:00:00,midnight,10,2,104,1
Refridgerator,108,low hot,2018-01-14,07:00:00,08:00:00,morning,4,11,242,0
Refridgerator,108,hot,2018-01-14,13:00:00,14:00:00,afternoon,12,46,245,0
Refridgerator,108,low cold,2018-01-14,14:00:00,15:00:00,afternoon,5,38,194,1
Refridgerator,108,low cold,2018-01-14,15:00:00,16:00:00,afternoon,8,1,152,1
Refridgerator,108,very hot,2018-01-14,15:00:00,16:00:00,afternoon,4,54,250,0
Refridgerator,108,low cold,2018-01-14,19:00:00,20:00:00,night,0,0,188,1
Refridgerator,108,hot,2018-01-14,23:00:00,00:00:00,midnight,5,43,166,1
Refridgerator,108,very hot,2018-01-14,23:00:00,00:00:00,midnight,5,32,256,0
Refridgerator,108,hot,2018-01-15,02:00:00,03:00:00,midnight,13,25,108,1
Refridgerator,108,low hot,2018-01-15,03:00:00,04:00:00,midnight,5,18,226,0
Refridgerator,108,low cold,2018-01-15,10:00:00,11:00:00,morning,10,2,161,1
Refridgerator,108,very hot,2018-01-15,13:00:00,14:00:00,afternoon,14,41,139,1
Refridgerator,108,very cold,2018-01-15,13:00:00,14:00:00,afternoon,15,57,125,1
Refridgerator,108,low hot,2018-01-15,14:00:00,15:00:00,afternoon,11,41,119,1
Refridgerator,108,cold,2018-01-15,16:00:00,17:00:00,evening,5,31,223,0
Refridgerator,108,cold,2018-01-15,16:00:00,17:00:00,evening,0,0,153,1
Refridgerator,108,low cold,2018-01-15,20:00:00,21:00:00,night,9,31,117,1
Refridgerator,108,low hot,2018-01-15,21:00:00,22:00:00,night,14,21,161,1
Refridgerator,108,very hot,2018-01-16,00:00:00,01:00:00,midnight,0,0,100,1
Refridgerator,108,low cold,2018-01-16,01:00:00,02:00:00,midnight,3,23,202,1
Refridgerator,108,hot,2018-01-16,01:00:00,02:00:00,midnight,3,11,253,0
Refridgerator,108,very cold,2018-01-16,11:00:00,12:00:00,morning,11,19,156,1
Refridgerator,108,low cold,2018-01-16,15:00:00,16:00:00,afternoon,12,42,246,0
Refridgerator,108,very cold,2018-01-16,19:00:00,20:00:00,night,3,4,151,1
Refridgerator,108,very cold,2018-01-16,21:00:00,22:00:00,night,6,43,109,1
Refridgerator,108,very cold,2018-01-16,21:00:00,22:00:00,night,11,42,140,1
Refridgerator,108,low cold,2018-01-16,22:00:00,23:00:00,night,6,31,163,1
Refridgerator,108,low cold,2018-01-16,22:00:00,23:00:00,night,9,18,219,0
Refridgerator,108,hot,2018-01-17,00:00:00,01:00:00,midnight,11,57,197,0
Refridgerator,108,very hot,2018-01-17,02:00:00,03:00:00,midnight,2,30,161,1
Refridgerator,108,cold,2018-01-17,06:00:00,07:00:00,early morning,5,49,236,0
Refridgerator,108,very cold,2018-01-17,12:00:00,13:00:00,afternoon,10,41,103,1
Refridgerator,108,cold,2018-01-17,14:00:00,15:00:00,afternoon,14,15,103,1
Refridgerator,108,hot,2018-01-17,15:00:00,16:00:00,afternoon,13,56,247,0
Refridgerator,108,low cold,2018-01-17,16:00:00,17:00:00,evening,7,29,148,1
Refridgerator,108,very cold,2018-01-18,16:00:00,17:00:00,evening,8,4,287,0
Refridgerator,108,very hot,2018-01-18,20:00:00,21:00:00,night,2,34,108,1
Refridgerator,108,low hot,2018-01-18,20:00:00,21:00:00,night,2,18,117,1
Refridgerator,108,cold,2018-01-18,21:00:00,22:00:00,night,12,26,104,1
Refridgerator,108,very cold,2018-01-18,22:00:00,23:00:00,night,10,12,109,1
Television,108,low hot,2018-01-09,03:00:00,04:00:00,midnight,13,57,292,0
Television,108,very cold,2018-01-09,12:00:00,13:00:00,afternoon,1,59,292,0
Television,108,very cold,2018-01-10,01:00:00,02:00:00,midnight,0,0,276,0
Television,108,very hot,2018-01-10,01:00:00,02:00:00,midnight,11,16,291,0
Television,108,low cold,2018-01-10,02:00:00,03:00:00,midnight,9,36,284,0
Television,108,cold,2018-01-10,04:00:00,05:00:00,early morning,1,50,263,0
Television,108,low cold,2018-01-10,04:00:00,05:00:00,early morning,2,43,292,0
Television,108,hot,2018-01-10,04:00:00,05:00:00,early morning,9,25,209,1
Television,108,cold,2018-01-10,06:00:00,07:00:00,early morning,11,30,298,0
Television,108,low cold,2018-01-10,08:00:00,09:00:00,morning,4,43,287,1
Television,108,hot,2018-01-10,14:00:00,15:00:00,afternoon,13,23,283,1
Television,108,very hot,2018-01-10,20:00:00,21:00:00,night,4,15,239,1
Television,108,hot,2018-01-10,20:00:00,21:00:00,night,13,49,266,0
Television,108,hot,2018-01-11,04:00:00,05:00:00,early morning,6,39,226,1
Television,108,hot,2018-01-11,15:00:00,16:00:00,afternoon,3,34,279,0
Television,108,low hot,2018-01-11,17:00:00,18:00:00,evening,3,19,236,1
Television,108,hot,2018-01-11,20:00:00,21:00:00,night,13,57,270,0
Television,108,cold,2018-01-11,22:00:00,23:00:00,night,8,5,213,1
Television,108,low cold,2018-01-12,00:00:00,01:00:00,midnight,7,14,246,0
Television,108,very cold,2018-01-12,02:00:00,03:00:00,midnight,8,59,253,0
Television,108,very cold,2018-01-12,02:00:00,03:00:00,midnight,15,17,211,1
Television,108,low hot,2018-01-12,04:00:00,05:00:00,early morning,4,29,218,1
Television,108,very hot,2018-01-12,05:00:00,06:00:00,early morning,10,36,262,0
Television,108,low hot,2018-01-12,06:00:00,07:00:00,early morning,4,24,278,0
Television,108,very hot,2018-01-12,07:00:00,08:00:00,morning,0,0,254,1
Television,108,very hot,2018-01-12,08:00:00,09:00:00,morning,7,44,282,0
Television,108,very cold,2018-01-12,09:00:00,10:00:00,morning,9,2,284,0
Television,108,low cold,2018-01-12,11:00:00,12:00:00,morning,3,11,205,1
Television,108,low cold,2018-01-12,13:00:00,14:00:00,afternoon,15,14,212,1
Television,108,very cold,2018-01-12,18:00:00,19:00:00,evening,4,12,299,0
Television,108,low cold,2018-01-12,19:00:00,20:00:00,night,0,0,263,0
Television,108,low cold,2018-01-12,19:00:00,20:00:00,night,11,24,295,0
Television,108,cold,2018-01-13,01:00:00,02:00:00,midnight,5,12,272,0
Television,108,very cold,2018-01-13,01:00:00,02:00:00,midnight,2,20,256,1
Television,108,hot,2018-01-13,06:00:00,07:00:00,early morning,4,12,219,1
Television,108,hot,2018-01-13,07:00:00,08:00:00,morning,1,4,248,0
Television,108,very hot,2018-01-13,08:00:00,09:00:00,morning,8,19,276,0
Television,108,very hot,2018-01-13,10:00:00,11:00:00,morning,10,53,260,0
Television,108,cold,2018-01-13,16:00:00,17:00:00,evening,5,3,294,0
Television,108,very hot,2018-01-13,17:00:00,18:00:00,evening,15,23,251,0
Television,108,cold,2018-01-13,18:00:00,19:00:00,evening,3,20,252,1
Television,108,very hot,2018-01-13,19:00:00,20:00:00,night,10,1,255,1
Television,108,low hot,2018-01-14,09:00:00,10:00:00,morning,7,49,205,1
Television,108,very hot,2018-01-14,20:00:00,21:00:00,night,7,54,291,0
AC,109,low cold,2018-01-01,03:00:00,04:00:00,midnight,2,12,1409,1
AC,109,low hot,2018-01-01,03:00:00,04:00:00,midnight,3,50,1496,1
AC,109,very cold,2018-01-01,06:00:00,07:00:00,early morning,8,14,1403,1
AC,109,low cold,2018-01-01,09:00:00,10:00:00,morning,12,26,1706,0
AC,109,very cold,2018-01-01,23:00:00,00:00:00,midnight,15,49,1927,0
AC,109,very hot,2018-01-01,23:00:00,00:00:00,midnight,0,0,1137,1
AC,109,cold,2018-01-02,00:00:00,01:00:00,midnight,11,41,1260,1
AC,109,very cold,2018-01-02,00:00:00,01:00:00,midnight,10,38,1071,1
AC,109,low hot,2018-01-02,01:00:00,02:00:00,midnight,4,30,1316,1
AC,109,hot,2018-01-02,01:00:00,02:00:00,midnight,10,37,1967,0
AC,109,cold,2018-01-02,01:00:00,02:00:00,midnight,9,57,1225,1
AC,109,low hot,2018-01-02,04:00:00,05:00:00,early morning,6,27,1363,1
AC,109,very hot,2018-01-02,04:00:00,05:00:00,early morning,3,31,1452,1
AC,109,low hot,2018-01-02,12:00:00,13:00:00,afternoon,5,52,1302,1
AC,109,very hot,2018-01-02,16:00:00,17:00:00,evening,5,20,1771,1
AC,109,very hot,2018-01-02,19:00:00,20:00:00,night,13,47,1266,1
AC,109,low hot,2018-01-02,19:00:00,20:00:00,night,2,48,1258,1
AC,109,hot,2018-01-03,07:00:00,08:00:00,morning,2,43,1369,1
AC,109,hot,2018-01-03,15:00:00,16:00:00,afternoon,15,4,1212,1
AC,109,cold,2018-01-03,16:00:00,17:00:00,evening,10,6,1638,0
AC,109,low cold,2018-01-03,16:00:00,17:00:00,evening,0,0,1975,0
AC,109,hot,2018-01-03,22:00:00,23:00:00,night,7,41,1181,1
AC,109,cold,2018-01-04,02:00:00,03:00:00,midnight,1,32,1087,1
AC,109,very cold,2018-01-04,04:00:00,05:00:00,early morning,6,27,1721,0
AC,109,low cold,2018-01-04,05:00:00,06:00:00,early morning,14,23,1635,0
AC,109,cold,2018-01-04,07:00:00,08:00:00,morning,4,15,1297,1
AC,109,hot,2018-01-04,12:00:00,13:00:00,afternoon,7,40,1630,0
AC,109,low cold,2018-01-04,14:00:00,15:00:00,afternoon,15,40,1536,0
AC,109,cold,2018-01-04,18:00:00,19:00:00,evening,9,57,1226,1
AC,109,very cold,2018-01-04,19:00:00,20:00:00,night,4,17,1525,1
AC,109,low hot,2018-01-04,19:00:00,20:00:00,night,0,0,1500,0
AC,109,very hot,2018-01-04,20:00:00,21:00:00,night,11,4,1100,1
AC,109,very cold,2018-01-04,22:00:00,23:00:00,night,6,7,1992,0
AC,109,low hot,2018-01-05,00:00:00,01:00:00,midnight,15,25,1391,0
AC,109,low hot,2018-01-05,04:00:00,05:00:00,early morning,5,24,1425,1
AC,109,cold,2018-01-05,05:00:00,06:00:00,early morning,11,30,1149,1
AC,109,low hot,2018-01-05,22:00:00,23:00:00,night,11,36,1548,0
Computer,109,hot,2018-01-27,03:00:00,04:00:00,midnight,13,2,355,1
Computer,109,low hot,2018-01-27,18:00:00,19:00:00,evening,11,36,390,0
Computer,109,low cold,2018-01-28,02:00:00,03:00:00,midnight,0,0,414,0
Computer,109,cold,2018-01-28,03:00:00,04:00:00,midnight,11,27,422,0
Computer,109,hot,2018-01-28,04:00:00,05:00:00,early morning,0,0,420,0
Computer,109,hot,2018-01-28,07:00:00,08:00:00,morning,1,6,454,0
Computer,109,low hot,2018-01-28,08:00:00,09:00:00,morning,7,4,331,1
Computer,109,low hot,2018-01-28,09:00:00,10:00:00,morning,3,55,337,1
Computer,109,cold,2018-01-28,13:00:00,14:00:00,afternoon,7,4,425,0
Computer,109,hot,2018-01-28,20:00:00,21:00:00,night,3,17,401,1
Computer,109,low hot,2018-01-28,20:00:00,21:00:00,night,10,25,408,1
Computer,109,cold,2018-01-28,21:00:00,22:00:00,night,0,0,477,0
Computer,109,cold,2018-01-28,22:00:00,23:00:00,night,7,17,424,0
Computer,109,cold,2018-01-28,23:00:00,00:00:00,midnight,6,14,485,0
Computer,109,cold,2018-01-29,02:00:00,03:00:00,midnight,8,19,356,1
Computer,109,hot,2018-01-29,04:00:00,05:00:00,early morning,15,39,387,0
Computer,109,hot,2018-01-29,04:00:00,05:00:00,early morning,5,39,439,0
Computer,109,low hot,2018-01-29,05:00:00,06:00:00,early morning,0,0,319,1
Computer,109,very hot,2018-01-29,05:00:00,06:00:00,early morning,1,10,412,0
Computer,109,hot,2018-01-29,05:00:00,06:00:00,early morning,14,54,325,1
Computer,109,very hot,2018-01-29,10:00:00,11:00:00,morning,0,0,356,0
Computer,109,very cold,2018-01-29,12:00:00,13:00:00,afternoon,8,38,395,1
Computer,109,very hot,2018-01-29,14:00:00,15:00:00,afternoon,3,29,418,0
Computer,109,very hot,2018-01-29,14:00:00,15:00:00,afternoon,10,49,402,0
Computer,109,hot,2018-01-29,17:00:00,18:00:00,evening,0,0,353,1
Computer,109,low cold,2018-01-29,19:00:00,20:00:00,night,0,0,361,1
Computer,109,very hot,2018-01-30,02:00:00,03:00:00,midnight,9,10,373,1
Computer,109,low cold,2018-01-30,10:00:00,11:00:00,morning,6,11,343,1
Computer,109,very cold,2018-01-30,13:00:00,14:00:00,afternoon,4,45,442,0
Computer,109,cold,2018-01-30,13:00:00,14:00:00,afternoon,7,7,464,0
Computer,109,low hot,2018-01-30,15:00:00,16:00:00,afternoon,4,48,434,0
Computer,109,cold,2018-01-30,19:00:00,20:00:00,night,3,14,315,1
Computer,109,hot,2018-01-30,19:00:00,20:00:00,night,11,37,444,1
Computer,109,low cold,2018-01-30,23:00:00,00:00:00,midnight,10,15,468,0
Computer,109,low hot,2018-01-30,23:00:00,00:00:00,midnight,12,24,462,0
Computer,109,very cold,2018-01-31,05:00:00,06:00:00,early morning,14,28,485,0
Computer,109,cold,2018-01-31,06:00:00,07:00:00,early morning,10,49,385,1
Computer,109,low cold,2018-01-31,11:00:00,12:00:00,morning,15,45,326,1
Computer,109,cold,2018-01-31,13:00:00,14:00:00,afternoon,10,52,361,1
Computer,109,low cold,2018-01-31,13:00:00,14:00:00,afternoon,4,22,460,0
Computer,109,hot,2018-01-31,18:00:00,19:00:00,evening,11,11,434,1
Computer,109,low hot,2018-01-31,19:00:00,20:00:00,night,6,43,380,1
Heater,109,cold,2018-01-18,11:00:00,12:00:00,morning,6,51,1546,1
Heater,109,hot,2018-01-18,15:00:00,16:00:00,afternoon,0,0,1606,1
Heater,109,very hot,2018-01-18,16:00:00,17:00:00,evening,11,44,2322,0
Heater,109,low cold,2018-01-19,00:00:00,01:00:00,midnight,9,18,2244,1
Heater,109,low hot,2018-01-19,04:00:00,05:00:00,early morning,10,37,2974,0
Heater,109,low hot,2018-01-19,06:00:00,07:00:00,early morning,4,24,1824,1
Heater,109,hot,2018-01-19,11:00:00,12:00:00,morning,0,0,2267,0
Heater,109,hot,2018-01-19,12:00:00,13:00:00,afternoon,6,47,2875,0
Heater,109,very cold,2018-01-19,19:00:00,20:00:00,night,14,27,2581,0
Heater,109,low hot,2018-01-20,02:00:00,03:00:00,midnight,1,6,1612,1
Heater,109,cold,2018-01-20,03:00:00,04:00:00,midnight,11,36,2805,0
Heater,109,hot,2018-01-20,14:00:00,15:00:00,afternoon,14,59,2729,0
Heater,109,cold,2018-01-20,15:00:00,16:00:00,afternoon,2,50,1578,1
Heater,109,low cold,2018-01-20,17:00:00,18:00:00,evening,7,49,2353,0
Heater,109,very hot,2018-01-20,17:00:00,18:00:00,evening,5,47,1822,1
Heater,109,very hot,2018-01-20,21:00:00,22:00:00,night,8,57,1903,1
Heater,109,low cold,2018-01-20,21:00:00,22:00:00,night,2,38,2895,0
Heater,109,very hot,2018-01-21,00:00:00,01:00:00,midnight,4,12,2991,0
Heater,109,low hot,2018-01-21,06:00:00,07:00:00,early morning,0,0,2181,1
Heater,109,cold,2018-01-21,07:00:00,08:00:00,morning,9,58,1507,1
Heater,109,cold,2018-01-21,08:00:00,09:00:00,morning,15,22,1731,1
Heater,109,very cold,2018-01-21,08:00:00,09:00:00,morning,10,32,2973,0
Heater,109,hot,2018-01-21,10:00:00,11:00:00,morning,1,48,1601,1
Heater,109,very cold,2018-01-21,17:00:00,18:00:00,evening,10,40,2589,0
Heater,109,cold,2018-01-21,19:00:00,20:00:00,night,14,20,2285,1
Heater,109,low cold,2018-01-21,21:00:00,22:00:00,night,3,17,1935,1
Heater,109,low hot,2018-01-21,22:00:00,23:00:00,night,5,43,2530,1
Heater,109,hot,2018-01-22,01:00:00,02:00:00,midnight,3,6,2283,1
Heater,109,hot,2018-01-22,02:00:00,03:00:00,midnight,10,18,2223,1
Heater,109,low hot,2018-01-22,03:00:00,04:00:00,midnight,1,45,1682,1
Heater,109,hot,2018-01-22,05:00:00,06:00:00,early morning,0,0,1582,1
Heater,109,low hot,2018-01-22,07:00:00,08:00:00,morning,0,0,2755,0
Heater,109,low hot,2018-01-22,07:00:00,08:00:00,morning,15,41,2740,0
Heater,109,cold,2018-01-22,08:00:00,09:00:00,morning,7,11,2434,0
Heater,109,low cold,2018-01-22,12:00:00,13:00:00,afternoon,10,4,2973,0
Heater,109,hot,2018-01-22,17:00:00,18:00:00,evening,5,10,2181,0
Heater,109,cold,2018-01-22,19:00:00,20:00:00,night,10,52,2407,1
Heater,109,hot,2018-01-22,19:00:00,20:00:00,night,9,20,2316,0
Heater,109,very cold,2018-01-22,22:00:00,23:00:00,night,12,42,1679,1
Heater,109,very hot,2018-01-23,12:00:00,13:00:00,afternoon,3,29,2487,0
Lights,109,cold,2018-01-05,00:00:00,01:00:00,midnight,7,1,1208,1
Lights,109,low hot,2018-01-05,01:00:00,02:00:00,midnight,11,46,1431,1
Lights,109,hot,2018-01-05,03:00:00,04:00:00,midnight,15,7,1566,1
Lights,109,hot,2018-01-05,10:00:00,11:00:00,morning,12,48,1397,1
Lights,109,very cold,2018-01-05,19:00:00,20:00:00,night,7,45,1227,1
Lights,109,very hot,2018-01-06,00:00:00,01:00:00,midnight,6,47,1168,1
Lights,109,hot,2018-01-06,10:00:00,11:00:00,morning,10,30,1486,0
Lights,109,cold,2018-01-06,13:00:00,14:00:00,afternoon,11,49,1167,1
Lights,109,very hot,2018-01-06,14:00:00,15:00:00,afternoon,6,40,1589,0
Lights,109,cold,2018-01-06,22:00:00,23:00:00,night,15,16,1082,1
Lights,109,very hot,2018-01-07,04:00:00,05:00:00,early morning,14,28,1830,0
Lights,109,low hot,2018-01-07,08:00:00,09:00:00,morning,3,8,1882,0
Lights,109,low hot,2018-01-07,08:00:00,09:00:00,morning,2,36,1294,1
Lights,109,very cold,2018-01-07,10:00:00,11:00:00,morning,13,35,1923,0
Lights,109,low hot,2018-01-07,13:00:00,14:00:00,afternoon,5,33,1032,1
Lights,109,very cold,2018-01-07,16:00:00,17:00:00,evening,4,7,1741,0
Lights,109,low cold,2018-01-07,17:00:00,18:00:00,evening,0,0,1076,1
Lights,109,low cold,2018-01-07,21:00:00,22:00:00,night,6,1,1789,0
Lights,109,cold,2018-01-08,03:00:00,04:00:00,midnight,9,23,1062,1
Lights,109,low hot,2018-01-08,03:00:00,04:00:00,midnight,1,34,1027,1
Lights,109,hot,2018-01-08,04:00:00,05:00:00,early morning,8,57,1796,0
Lights,109,low hot,2018-01-08,05:00:00,06:00:00,early morning,14,10,1991,0
Lights,109,cold,2018-01-08,08:00:00,09:00:00,morning,9,10,1179,1
Lights,109,very cold,2018-01-08,15:00:00,16:00:00,afternoon,10,28,1915,0
Lights,109,low hot,2018-01-08,16:00:00,17:00:00,evening,5,24,1674,0
Lights,109,very hot,2018-01-08,16:00:00,17:00:00,evening,4,53,1453,1
Lights,109,cold,2018-01-08,20:00:00,21:00:00,night,11,58,1339,1
Lights,109,low cold,2018-01-08,20:00:00,21:00:00,night,9,32,1685,1
Lights,109,very hot,2018-01-08,21:00:00,22:00:00,night,0,0,1303,1
Lights,109,hot,2018-01-08,22:00:00,23:00:00,night,7,21,1691,1
Lights,109,very cold,2018-01-08,23:00:00,00:00:00,midnight,11,53,1481,0
Lights,109,low hot,2018-01-09,07:00:00,08:00:00,morning,13,17,1997,0
Lights,109,hot,2018-01-09,13:00:00,14:00:00,afternoon,4,39,1666,0
Lights,109,very cold,2018-01-09,19:00:00,20:00:00,night,10,39,1245,1
Microwave,109,hot,2018-01-23,10:00:00,11:00:00,morning,12,42,1120,1
Microwave,109,cold,2018-01-23,16:00:00,17:00:00,evening,5,34,1380,0
Microwave,109,very cold,2018-01-23,16:00:00,17:00:00,evening,12,52,1870,0
Microwave,109,cold,2018-01-23,18:00:00,19:00:00,evening,9,43,1425,1
Microwave,109,low hot,2018-01-23,18:00:00,19:00:00,evening,3,57,1382,1
Microwave,109,very hot,2018-01-23,20:00:00,21:00:00,night,0,0,1990,0
Microwave,109,low cold,2018-01-23,21:00:00,22:00:00,night,14,9,1187,1
Microwave,109,very hot,2018-01-23,23:00:00,00:00:00,midnight,1,50,1364,0
Microwave,109,very hot,2018-01-24,01:00:00,02:00:00,midnight,11,48,1298,1
Microwave,109,very hot,2018-01-24,10:00:00,11:00:00,morning,14,53,1483,0
Microwave,109,low hot,2018-01-24,11:00:00,12:00:00,morning,0,0,1875,0
Microwave,109,very hot,2018-01-24,11:00:00,12:00:00,morning,2,42,1120,1
Microwave,109,very hot,2018-01-24,20:00:00,21:00:00,night,4,3,1458,1
Microwave,109,cold,2018-01-25,01:00:00,02:00:00,midnight,13,58,1810,0
Microwave,109,hot,2018-01-25,02:00:00,03:00:00,midnight,1,39,1271,1
Microwave,109,hot,2018-01-25,03:00:00,04:00:00,midnight,1,50,1323,1
Microwave,109,cold,2018-01-25,05:00:00,06:00:00,early morning,9,22,1485,1
Microwave,109,low cold,2018-01-25,07:00:00,08:00:00,morning,11,3,1345,1
Microwave,109,very cold,2018-01-25,07:00:00,08:00:00,morning,14,41,1428,1
Microwave,109,hot,2018-01-25,19:00:00,20:00:00,night,11,5,1423,1
Microwave,109,low cold,2018-01-25,19:00:00,20:00:00,night,13,24,1449,0
Microwave,109,hot,2018-01-25,20:00:00,21:00:00,night,13,6,1439,0
Microwave,109,cold,2018-01-25,21:00:00,22:00:00,night,12,45,1601,0
Microwave,109,hot,2018-01-26,00:00:00,01:00:00,midnight,10,30,1606,0
Microwave,109,low hot,2018-01-26,02:00:00,03:00:00,midnight,0,0,1942,0
Microwave,109,very hot,2018-01-26,16:00:00,17:00:00,evening,15,41,1546,0
Microwave,109,hot,2018-01-26,17:00:00,18:00:00,evening,5,44,1276,1
Microwave,109,very cold,2018-01-26,19:00:00,20:00:00,night,12,10,1189,1
Microwave,109,low hot,2018-01-26,20:00:00,21:00:00,night,1,46,1564,0
Microwave,109,very hot,2018-01-26,22:00:00,23:00:00,night,5,46,1338,1
Microwave,109,very cold,2018-01-26,22:00:00,23:00:00,night,13,4,1687,1
Microwave,109,low hot,2018-01-26,22:00:00,23:00:00,night,10,47,1561,0
Microwave,109,low cold,2018-01-27,04:00:00,05:00:00,early morning,15,9,1756,0
Microwave,109,very hot,2018-01-27,15:00:00,16:00:00,afternoon,4,44,1753,0
Microwave,109,cold,2018-01-27,15:00:00,16:00:00,afternoon,14,19,1343,1
Refridgerator,109,very hot,2018-01-14,01:00:00,02:00:00,midnight,1,20,196,0
Refridgerator,109,very cold,2018-01-14,02:00:00,03:00:00,midnight,7,38,239,0
Refridgerator,109,low hot,2018-01-14,03:00:00,04:00:00,midnight,15,59,241,0
Refridgerator,109,cold,2018-01-14,03:00:00,04:00:00,midnight,4,28,235,0
Refridgerator,109,very hot,2018-01-14,05:00:00,06:00:00,early morning,0,0,209,0
Refridgerator,109,hot,2018-01-14,14:00:00,15:00:00,afternoon,15,12,160,1
Refridgerator,109,low hot,2018-01-14,18:00:00,19:00:00,evening,15,31,207,1
Refridgerator,109,very hot,2018-01-15,04:00:00,05:00:00,early morning,8,53,272,0
Refridgerator,109,hot,2018-01-15,07:00:00,08:00:00,morning,8,59,243,0
Refridgerator,109,low hot,2018-01-15,09:00:00,10:00:00,morning,8,46,183,1
Refridgerator,109,hot,2018-01-15,10:00:00,11:00:00,morning,0,0,127,1
Refridgerator,109,hot,2018-01-15,12:00:00,13:00:00,afternoon,13,23,123,1
Refridgerator,109,low hot,2018-01-16,01:00:00,02:00:00,midnight,9,41,256,0
Refridgerator,109,low cold,2018-01-16,03:00:00,04:00:00,midnight,10,11,198,1
Refridgerator,109,very hot,2018-01-16,04:00:00,05:00:00,early morning,5,2,209,1
