device,building,floor,room,type,power,date,from_time,to_time,no_of_people,time_stayed_mins,target
Microwave,2,4,401,indoor,1194,25-01-2018,22:00:00,23:00:00,7,23,1
AC,2,4,402,indoor,1256,01-01-2018,18:00:00,19:00:00,8,13,1
AC,2,4,402,indoor,1965,02-01-2018,07:00:00,08:00:00,7,23,0
Computer,2,4,402,indoor,368,29-01-2018,11:00:00,12:00:00,10,27,1
Heater,2,4,402,indoor,1934,18-01-2018,08:00:00,09:00:00,9,17,1
Heater,2,4,402,indoor,2255,21-01-2018,19:00:00,20:00:00,2,16,1
Heater,2,4,402,indoor,1678,22-01-2018,04:00:00,05:00:00,6,11,1
Lights,2,4,402,indoor,1396,08-01-2018,06:00:00,07:00:00,9,10,1
Lights,2,4,402,indoor,1537,09-01-2018,19:00:00,20:00:00,6,13,0
Microwave,2,4,402,indoor,1443,25-01-2018,23:00:00,00:00:00,0,0,1
Microwave,2,4,402,indoor,1271,26-01-2018,06:00:00,07:00:00,3,16,1
Refridgerator,2,4,402,indoor,257,15-01-2018,06:00:00,07:00:00,5,4,0
Refridgerator,2,4,402,indoor,236,16-01-2018,15:00:00,16:00:00,1,18,0
Refridgerator,2,4,402,indoor,195,18-01-2018,17:00:00,18:00:00,3,2,0
Television,2,4,402,indoor,291,11-01-2018,16:00:00,17:00:00,10,28,0
Television,2,4,402,indoor,280,13-01-2018,04:00:00,05:00:00,7,19,0
Television,2,4,402,indoor,250,13-01-2018,18:00:00,19:00:00,2,14,1
AC,2,4,403,indoor,1812,04-01-2018,05:00:00,06:00:00,8,15,0
AC,2,4,403,indoor,1586,05-01-2018,22:00:00,23:00:00,1,6,0
Computer,2,4,403,indoor,412,31-01-2018,17:00:00,18:00:00,10,26,0
Computer,2,4,403,indoor,425,31-01-2018,18:00:00,19:00:00,10,6,0
Heater,2,4,403,indoor,2518,19-01-2018,19:00:00,20:00:00,8,20,0
Lights,2,4,403,indoor,1990,08-01-2018,00:00:00,01:00:00,6,4,0
Refridgerator,2,4,403,indoor,233,14-01-2018,04:00:00,05:00:00,2,12,0
AC,2,4,404,indoor,1239,01-01-2018,08:00:00,09:00:00,9,15,1
AC,2,4,404,indoor,1421,02-01-2018,23:00:00,00:00:00,0,0,1
AC,2,4,404,indoor,1358,03-01-2018,05:00:00,06:00:00,4,9,1
Heater,2,4,404,indoor,1941,19-01-2018,01:00:00,02:00:00,8,10,1
Heater,2,4,404,indoor,2345,19-01-2018,13:00:00,14:00:00,5,24,1
Heater,2,4,404,indoor,2092,19-01-2018,15:00:00,16:00:00,4,5,1
Heater,2,4,404,indoor,2819,23-01-2018,00:00:00,01:00:00,5,6,0
Lights,2,4,404,indoor,1790,06-01-2018,15:00:00,16:00:00,2,29,0
Microwave,2,4,404,indoor,1435,23-01-2018,08:00:00,09:00:00,5,2,1
Microwave,2,4,404,indoor,1732,24-01-2018,06:00:00,07:00:00,6,7,0
Microwave,2,4,404,indoor,1721,25-01-2018,11:00:00,12:00:00,0,0,0
Microwave,2,4,404,indoor,1342,26-01-2018,11:00:00,12:00:00,4,23,1
Television,2,4,404,indoor,225,10-01-2018,14:00:00,15:00:00,9,5,1
Television,2,4,404,indoor,263,12-01-2018,23:00:00,00:00:00,4,1,0
Television,2,4,404,indoor,280,13-01-2018,17:00:00,18:00:00,3,16,0
AC,2,4,405,indoor,1609,02-01-2018,18:00:00,19:00:00,3,4,0
Computer,2,4,405,indoor,329,30-01-2018,10:00:00,11:00:00,4,22,1
Heater,2,4,405,indoor,1933,18-01-2018,10:00:00,11:00:00,0,0,1
Lights,2,4,405,indoor,1774,07-01-2018,06:00:00,07:00:00,8,22,0
Lights,2,4,405,indoor,1042,07-01-2018,23:00:00,00:00:00,3,14,1
Microwave,2,4,405,indoor,1015,25-01-2018,14:00:00,15:00:00,6,22,1
Microwave,2,4,405,indoor,1741,27-01-2018,01:00:00,02:00:00,5,5,0
Computer,2,4,406,indoor,377,28-01-2018,11:00:00,12:00:00,0,0,1
Computer,2,4,406,indoor,411,30-01-2018,20:00:00,21:00:00,1,6,0
Heater,2,4,406,indoor,2854,22-01-2018,09:00:00,10:00:00,1,30,0
Lights,2,4,406,indoor,1130,06-01-2018,01:00:00,02:00:00,10,8,1
Microwave,2,4,406,indoor,1561,23-01-2018,01:00:00,02:00:00,0,0,0
Microwave,2,4,406,indoor,1713,24-01-2018,03:00:00,04:00:00,5,14,0
Television,2,4,406,indoor,229,11-01-2018,08:00:00,09:00:00,1,24,1
AC,2,4,407,indoor,1092,01-01-2018,02:00:00,03:00:00,8,9,1
AC,2,4,407,indoor,1287,03-01-2018,07:00:00,08:00:00,5,30,1
Computer,2,4,407,indoor,365,29-01-2018,06:00:00,07:00:00,10,11,1
Computer,2,4,407,indoor,356,30-01-2018,02:00:00,03:00:00,4,6,1
Heater,2,4,407,indoor,2821,20-01-2018,17:00:00,18:00:00,7,2,0
Heater,2,4,407,indoor,2317,21-01-2018,01:00:00,02:00:00,4,11,0
Heater,2,4,407,indoor,2734,21-01-2018,01:00:00,02:00:00,2,18,0
Lights,2,4,407,indoor,1756,06-01-2018,07:00:00,08:00:00,9,24,0
Lights,2,4,407,indoor,1725,06-01-2018,13:00:00,14:00:00,5,16,0
Lights,2,4,407,indoor,1106,08-01-2018,18:00:00,19:00:00,4,1,1
Microwave,2,4,407,indoor,1849,24-01-2018,05:00:00,06:00:00,3,21,0
Microwave,2,4,407,indoor,1693,25-01-2018,07:00:00,08:00:00,8,23,0
Refridgerator,2,4,407,indoor,288,15-01-2018,02:00:00,03:00:00,10,11,0
Television,2,4,407,indoor,293,10-01-2018,02:00:00,03:00:00,3,29,0
AC,2,4,0,outdoor,2393,01-01-2018,09:00:00,10:00:00,0,0,1
AC,2,4,0,outdoor,2456,01-01-2018,13:00:00,14:00:00,0,0,1
AC,2,4,0,outdoor,4368,01-01-2018,15:00:00,16:00:00,6,11,0
AC,2,4,0,outdoor,4538,01-01-2018,20:00:00,21:00:00,1,4,0
AC,2,4,0,outdoor,4130,02-01-2018,00:00:00,01:00:00,0,0,0
AC,2,4,0,outdoor,3255,02-01-2018,04:00:00,05:00:00,10,14,1
AC,2,4,0,outdoor,3990,02-01-2018,06:00:00,07:00:00,6,5,0
AC,2,4,0,outdoor,4169,03-01-2018,08:00:00,09:00:00,2,8,0
AC,2,4,0,outdoor,2154,03-01-2018,15:00:00,16:00:00,7,15,1
AC,2,4,0,outdoor,3956,04-01-2018,01:00:00,02:00:00,0,0,0
AC,2,4,0,outdoor,3200,04-01-2018,08:00:00,09:00:00,7,7,1
AC,2,4,0,outdoor,4248,04-01-2018,10:00:00,11:00:00,2,9,0
AC,2,4,0,outdoor,4471,04-01-2018,10:00:00,11:00:00,3,21,0
AC,2,4,0,outdoor,4416,04-01-2018,15:00:00,16:00:00,10,24,0
AC,2,4,0,outdoor,4762,05-01-2018,16:00:00,17:00:00,2,2,0
Computer,2,4,0,outdoor,442,27-01-2018,11:00:00,12:00:00,7,8,0
Computer,2,4,0,outdoor,327,27-01-2018,16:00:00,17:00:00,2,20,1
Computer,2,4,0,outdoor,372,27-01-2018,23:00:00,00:00:00,0,0,1
Computer,2,4,0,outdoor,394,28-01-2018,01:00:00,02:00:00,4,5,1
Computer,2,4,0,outdoor,362,28-01-2018,07:00:00,08:00:00,10,17,1
Computer,2,4,0,outdoor,451,28-01-2018,12:00:00,13:00:00,6,17,0
Computer,2,4,0,outdoor,351,28-01-2018,20:00:00,21:00:00,9,28,1
Computer,2,4,0,outdoor,303,29-01-2018,18:00:00,19:00:00,6,9,1
Computer,2,4,0,outdoor,372,30-01-2018,07:00:00,08:00:00,0,0,1
Computer,2,4,0,outdoor,324,30-01-2018,10:00:00,11:00:00,4,7,1
Computer,2,4,0,outdoor,418,31-01-2018,04:00:00,05:00:00,0,0,0
Computer,2,4,0,outdoor,481,31-01-2018,17:00:00,18:00:00,2,1,0
Heater,2,4,0,outdoor,1627,19-01-2018,02:00:00,03:00:00,4,14,1
Heater,2,4,0,outdoor,2430,19-01-2018,18:00:00,19:00:00,9,5,0
Heater,2,4,0,outdoor,2996,19-01-2018,23:00:00,00:00:00,1,16,0
Heater,2,4,0,outdoor,2960,21-01-2018,18:00:00,19:00:00,7,6,0
Heater,2,4,0,outdoor,2224,21-01-2018,18:00:00,19:00:00,6,20,0
Heater,2,4,0,outdoor,2126,21-01-2018,20:00:00,21:00:00,5,20,1
Heater,2,4,0,outdoor,2751,21-01-2018,20:00:00,21:00:00,10,26,0
Heater,2,4,0,outdoor,2428,22-01-2018,02:00:00,03:00:00,7,20,0
Heater,2,4,0,outdoor,1856,22-01-2018,03:00:00,04:00:00,10,9,1
Heater,2,4,0,outdoor,2431,22-01-2018,15:00:00,16:00:00,7,20,0
Lights,2,4,0,outdoor,2460,05-01-2018,13:00:00,14:00:00,0,0,1
Lights,2,4,0,outdoor,4296,06-01-2018,17:00:00,18:00:00,10,29,0
Lights,2,4,0,outdoor,3638,06-01-2018,22:00:00,23:00:00,0,0,0
Lights,2,4,0,outdoor,4700,07-01-2018,14:00:00,15:00:00,7,25,0
Lights,2,4,0,outdoor,3327,07-01-2018,19:00:00,20:00:00,6,11,1
Lights,2,4,0,outdoor,2987,08-01-2018,22:00:00,23:00:00,7,1,1
Lights,2,4,0,outdoor,2834,09-01-2018,22:00:00,23:00:00,10,14,1
Lights,2,4,0,outdoor,4349,09-01-2018,23:00:00,00:00:00,2,19,0
Microwave,2,4,0,outdoor,1322,23-01-2018,03:00:00,04:00:00,5,20,1
Microwave,2,4,0,outdoor,1740,23-01-2018,08:00:00,09:00:00,1,26,0
Microwave,2,4,0,outdoor,1373,23-01-2018,13:00:00,14:00:00,1,22,1
Microwave,2,4,0,outdoor,1383,23-01-2018,16:00:00,17:00:00,8,4,1
Microwave,2,4,0,outdoor,1422,23-01-2018,21:00:00,22:00:00,3,30,1
Microwave,2,4,0,outdoor,1574,24-01-2018,00:00:00,01:00:00,5,23,0
Microwave,2,4,0,outdoor,1317,24-01-2018,09:00:00,10:00:00,6,1,1
Microwave,2,4,0,outdoor,1367,24-01-2018,21:00:00,22:00:00,10,27,1
Microwave,2,4,0,outdoor,1020,25-01-2018,01:00:00,02:00:00,3,30,1
Microwave,2,4,0,outdoor,1711,25-01-2018,01:00:00,02:00:00,0,0,0
Microwave,2,4,0,outdoor,1871,25-01-2018,08:00:00,09:00:00,3,21,0
Microwave,2,4,0,outdoor,1724,25-01-2018,10:00:00,11:00:00,4,12,0
Microwave,2,4,0,outdoor,1944,25-01-2018,16:00:00,17:00:00,1,16,0
Microwave,2,4,0,outdoor,1783,25-01-2018,23:00:00,00:00:00,1,2,0
Microwave,2,4,0,outdoor,1444,26-01-2018,16:00:00,17:00:00,6,19,1
Microwave,2,4,0,outdoor,1205,26-01-2018,17:00:00,18:00:00,3,14,1
Refridgerator,2,4,0,outdoor,194,14-01-2018,14:00:00,15:00:00,9,12,1
Refridgerator,2,4,0,outdoor,165,14-01-2018,16:00:00,17:00:00,8,4,1
Refridgerator,2,4,0,outdoor,201,14-01-2018,19:00:00,20:00:00,6,25,0
Refridgerator,2,4,0,outdoor,121,15-01-2018,13:00:00,14:00:00,1,3,1
Refridgerator,2,4,0,outdoor,237,15-01-2018,19:00:00,20:00:00,0,0,0
Refridgerator,2,4,0,outdoor,125,15-01-2018,20:00:00,21:00:00,1,25,1
Refridgerator,2,4,0,outdoor,131,16-01-2018,10:00:00,11:00:00,1,27,1
Refridgerator,2,4,0,outdoor,250,17-01-2018,07:00:00,08:00:00,5,7,0
Refridgerator,2,4,0,outdoor,144,17-01-2018,13:00:00,14:00:00,6,28,1
Refridgerator,2,4,0,outdoor,226,17-01-2018,18:00:00,19:00:00,2,8,0
Refridgerator,2,4,0,outdoor,106,18-01-2018,05:00:00,06:00:00,10,2,1
Refridgerator,2,4,0,outdoor,114,18-01-2018,07:00:00,08:00:00,6,10,1
Refridgerator,2,4,0,outdoor,272,18-01-2018,15:00:00,16:00:00,10,21,0
Refridgerator,2,4,0,outdoor,152,18-01-2018,16:00:00,17:00:00,1,7,1
Refridgerator,2,4,0,outdoor,114,18-01-2018,23:00:00,00:00:00,9,23,1
Television,2,4,0,outdoor,246,10-01-2018,01:00:00,02:00:00,1,12,1
Television,2,4,0,outdoor,207,10-01-2018,16:00:00,17:00:00,5,25,1
Television,2,4,0,outdoor,247,10-01-2018,22:00:00,23:00:00,5,2,1
Television,2,4,0,outdoor,283,11-01-2018,04:00:00,05:00:00,5,1,0
Television,2,4,0,outdoor,295,11-01-2018,15:00:00,16:00:00,0,0,0
Television,2,4,0,outdoor,285,12-01-2018,00:00:00,01:00:00,0,0,0
Television,2,4,0,outdoor,293,12-01-2018,00:00:00,01:00:00,4,25,0
Television,2,4,0,outdoor,284,12-01-2018,10:00:00,11:00:00,3,21,0
Television,2,4,0,outdoor,258,13-01-2018,01:00:00,02:00:00,9,30,0
Television,2,4,0,outdoor,237,13-01-2018,08:00:00,09:00:00,2,6,1
Television,2,4,0,outdoor,272,14-01-2018,14:00:00,15:00:00,0,0,0
AC,2,5,501,indoor,1330,03-01-2018,05:00:00,06:00:00,3,13,1
Computer,2,5,501,indoor,336,31-01-2018,18:00:00,19:00:00,7,13,1
Refridgerator,2,5,501,indoor,213,17-01-2018,19:00:00,20:00:00,1,5,0
Television,2,5,501,indoor,290,10-01-2018,20:00:00,21:00:00,3,23,0
AC,2,5,502,indoor,1458,01-01-2018,16:00:00,17:00:00,6,24,1
AC,2,5,502,indoor,1984,03-01-2018,00:00:00,01:00:00,9,7,0
Lights,2,5,502,indoor,1597,06-01-2018,00:00:00,01:00:00,0,0,0
Lights,2,5,502,indoor,1625,09-01-2018,23:00:00,00:00:00,8,6,0
Microwave,2,5,502,indoor,1144,26-01-2018,00:00:00,01:00:00,6,26,1
Microwave,2,5,502,indoor,1627,26-01-2018,04:00:00,05:00:00,8,25,0
Microwave,2,5,502,indoor,1786,27-01-2018,04:00:00,05:00:00,2,29,0
Microwave,2,5,502,indoor,1584,27-01-2018,08:00:00,09:00:00,1,22,0
Refridgerator,2,5,502,indoor,250,14-01-2018,13:00:00,14:00:00,2,28,0
Refridgerator,2,5,502,indoor,132,14-01-2018,20:00:00,21:00:00,1,14,1
Television,2,5,502,indoor,258,09-01-2018,03:00:00,04:00:00,8,8,0
Television,2,5,502,indoor,210,12-01-2018,17:00:00,18:00:00,9,11,1
Television,2,5,502,indoor,223,13-01-2018,21:00:00,22:00:00,1,2,1
AC,2,5,503,indoor,1496,01-01-2018,11:00:00,12:00:00,7,10,0
AC,2,5,503,indoor,1777,04-01-2018,09:00:00,10:00:00,6,19,0
AC,2,5,503,indoor,1389,04-01-2018,12:00:00,13:00:00,9,6,1
AC,2,5,503,indoor,1953,05-01-2018,18:00:00,19:00:00,3,8,0
Computer,2,5,503,indoor,434,31-01-2018,22:00:00,23:00:00,2,5,0
Heater,2,5,503,indoor,1786,20-01-2018,00:00:00,01:00:00,9,6,1
Lights,2,5,503,indoor,1112,06-01-2018,10:00:00,11:00:00,5,18,1
Lights,2,5,503,indoor,1508,06-01-2018,22:00:00,23:00:00,10,6,0
Lights,2,5,503,indoor,1641,07-01-2018,19:00:00,20:00:00,10,29,0
Lights,2,5,503,indoor,1298,07-01-2018,19:00:00,20:00:00,10,30,1
Microwave,2,5,503,indoor,1220,24-01-2018,16:00:00,17:00:00,6,25,1
Microwave,2,5,503,indoor,1899,25-01-2018,18:00:00,19:00:00,4,30,0
Refridgerator,2,5,503,indoor,239,14-01-2018,09:00:00,10:00:00,8,26,0
Refridgerator,2,5,503,indoor,228,14-01-2018,19:00:00,20:00:00,3,3,0
Refridgerator,2,5,503,indoor,120,15-01-2018,14:00:00,15:00:00,7,16,1
Refridgerator,2,5,503,indoor,267,15-01-2018,18:00:00,19:00:00,7,19,0
Refridgerator,2,5,503,indoor,263,16-01-2018,12:00:00,13:00:00,5,7,0
Television,2,5,503,indoor,263,10-01-2018,01:00:00,02:00:00,1,2,0
Television,2,5,503,indoor,293,11-01-2018,04:00:00,05:00:00,9,28,0
Television,2,5,503,indoor,245,11-01-2018,12:00:00,13:00:00,8,6,1
Television,2,5,503,indoor,235,11-01-2018,13:00:00,14:00:00,6,21,1
Television,2,5,503,indoor,210,11-01-2018,18:00:00,19:00:00,5,14,1
AC,2,5,504,indoor,1243,01-01-2018,14:00:00,15:00:00,9,1,1
Computer,2,5,504,indoor,320,28-01-2018,11:00:00,12:00:00,7,20,1
Computer,2,5,504,indoor,425,31-01-2018,07:00:00,08:00:00,5,15,0
Heater,2,5,504,indoor,2845,18-01-2018,22:00:00,23:00:00,0,0,0
Heater,2,5,504,indoor,2489,21-01-2018,09:00:00,10:00:00,1,28,0
Heater,2,5,504,indoor,2741,22-01-2018,20:00:00,21:00:00,8,21,0
Lights,2,5,504,indoor,1763,06-01-2018,20:00:00,21:00:00,7,8,0
Lights,2,5,504,indoor,1170,07-01-2018,14:00:00,15:00:00,4,11,1
Lights,2,5,504,indoor,1801,09-01-2018,06:00:00,07:00:00,4,17,0
Refridgerator,2,5,504,indoor,255,16-01-2018,19:00:00,20:00:00,4,16,0
Refridgerator,2,5,504,indoor,140,17-01-2018,16:00:00,17:00:00,4,9,1
Computer,2,5,505,indoor,334,30-01-2018,06:00:00,07:00:00,8,15,1
Computer,2,5,505,indoor,413,31-01-2018,12:00:00,13:00:00,1,26,1
Heater,2,5,505,indoor,2099,22-01-2018,02:00:00,03:00:00,6,18,1
Lights,2,5,505,indoor,1087,05-01-2018,12:00:00,13:00:00,3,4,1
Lights,2,5,505,indoor,1080,06-01-2018,03:00:00,04:00:00,10,4,1
Lights,2,5,505,indoor,1684,06-01-2018,06:00:00,07:00:00,8,21,0
Microwave,2,5,505,indoor,1227,23-01-2018,10:00:00,11:00:00,0,0,1
Microwave,2,5,505,indoor,1632,25-01-2018,17:00:00,18:00:00,3,14,0
Microwave,2,5,505,indoor,1854,25-01-2018,23:00:00,00:00:00,8,25,0
Television,2,5,505,indoor,251,10-01-2018,02:00:00,03:00:00,5,30,1
AC,2,5,506,indoor,1813,01-01-2018,12:00:00,13:00:00,4,4,0
AC,2,5,506,indoor,1937,03-01-2018,04:00:00,05:00:00,10,14,0
AC,2,5,506,indoor,1486,03-01-2018,17:00:00,18:00:00,8,12,1
AC,2,5,506,indoor,1357,03-01-2018,19:00:00,20:00:00,8,15,1
Computer,2,5,506,indoor,307,28-01-2018,23:00:00,00:00:00,2,20,1
Computer,2,5,506,indoor,412,29-01-2018,20:00:00,21:00:00,0,0,0
Computer,2,5,506,indoor,440,31-01-2018,16:00:00,17:00:00,9,2,0
Heater,2,5,506,indoor,2217,18-01-2018,16:00:00,17:00:00,6,21,0
Heater,2,5,506,indoor,1753,19-01-2018,22:00:00,23:00:00,5,20,1
Lights,2,5,506,indoor,1636,06-01-2018,20:00:00,21:00:00,0,0,0
Microwave,2,5,506,indoor,1215,24-01-2018,15:00:00,16:00:00,1,26,1
Microwave,2,5,506,indoor,1423,25-01-2018,13:00:00,14:00:00,8,15,1
Microwave,2,5,506,indoor,1041,26-01-2018,11:00:00,12:00:00,7,22,1
Television,2,5,506,indoor,251,11-01-2018,21:00:00,22:00:00,7,20,1
AC,2,5,507,indoor,1055,02-01-2018,11:00:00,12:00:00,9,28,1
Heater,2,5,507,indoor,2222,18-01-2018,10:00:00,11:00:00,2,29,1
Heater,2,5,507,indoor,2037,20-01-2018,01:00:00,02:00:00,2,26,1
Heater,2,5,507,indoor,1703,20-01-2018,09:00:00,10:00:00,0,0,1
Lights,2,5,507,indoor,1120,08-01-2018,07:00:00,08:00:00,7,30,1
Microwave,2,5,507,indoor,1027,24-01-2018,19:00:00,20:00:00,3,1,1
Refridgerator,2,5,507,indoor,249,14-01-2018,01:00:00,02:00:00,0,0,0
Refridgerator,2,5,507,indoor,239,15-01-2018,01:00:00,02:00:00,2,25,0
Refridgerator,2,5,507,indoor,185,15-01-2018,18:00:00,19:00:00,4,2,0
Television,2,5,507,indoor,205,13-01-2018,09:00:00,10:00:00,4,7,1
AC,2,5,0,outdoor,4619,01-01-2018,22:00:00,23:00:00,0,0,0
AC,2,5,0,outdoor,4211,02-01-2018,08:00:00,09:00:00,0,0,0
AC,2,5,0,outdoor,4306,02-01-2018,13:00:00,14:00:00,3,30,0
AC,2,5,0,outdoor,2233,02-01-2018,23:00:00,00:00:00,8,2,1
AC,2,5,0,outdoor,2857,03-01-2018,04:00:00,05:00:00,3,25,1
AC,2,5,0,outdoor,4213,03-01-2018,05:00:00,06:00:00,2,26,0
AC,2,5,0,outdoor,2353,03-01-2018,05:00:00,06:00:00,5,8,1
AC,2,5,0,outdoor,2671,03-01-2018,14:00:00,15:00:00,0,0,1
AC,2,5,0,outdoor,3237,04-01-2018,02:00:00,03:00:00,5,9,1
AC,2,5,0,outdoor,2252,04-01-2018,07:00:00,08:00:00,7,8,1
AC,2,5,0,outdoor,2679,04-01-2018,14:00:00,15:00:00,3,17,1
AC,2,5,0,outdoor,3489,04-01-2018,23:00:00,00:00:00,8,9,0
Computer,2,5,0,outdoor,435,28-01-2018,06:00:00,07:00:00,3,9,0
Computer,2,5,0,outdoor,465,28-01-2018,20:00:00,21:00:00,8,7,0
Computer,2,5,0,outdoor,335,28-01-2018,21:00:00,22:00:00,7,15,1
Computer,2,5,0,outdoor,358,28-01-2018,22:00:00,23:00:00,9,13,1
Computer,2,5,0,outdoor,349,29-01-2018,05:00:00,06:00:00,6,14,1
Computer,2,5,0,outdoor,307,29-01-2018,12:00:00,13:00:00,9,2,1
Computer,2,5,0,outdoor,304,29-01-2018,13:00:00,14:00:00,0,0,1
Computer,2,5,0,outdoor,328,29-01-2018,15:00:00,16:00:00,5,24,1
Computer,2,5,0,outdoor,384,29-01-2018,16:00:00,17:00:00,0,0,1
Computer,2,5,0,outdoor,315,29-01-2018,18:00:00,19:00:00,5,18,1
Computer,2,5,0,outdoor,331,30-01-2018,12:00:00,13:00:00,7,26,1
Computer,2,5,0,outdoor,426,31-01-2018,00:00:00,01:00:00,0,0,0
Computer,2,5,0,outdoor,426,31-01-2018,17:00:00,18:00:00,1,15,0
Heater,2,5,0,outdoor,1645,18-01-2018,00:00:00,01:00:00,5,19,1
Heater,2,5,0,outdoor,2639,19-01-2018,11:00:00,12:00:00,1,3,0
Heater,2,5,0,outdoor,2629,19-01-2018,13:00:00,14:00:00,9,21,0
Heater,2,5,0,outdoor,1820,19-01-2018,13:00:00,14:00:00,6,2,1
Heater,2,5,0,outdoor,2107,19-01-2018,14:00:00,15:00:00,9,3,1
Heater,2,5,0,outdoor,2175,19-01-2018,17:00:00,18:00:00,3,21,1
Heater,2,5,0,outdoor,2799,19-01-2018,20:00:00,21:00:00,7,20,0
Heater,2,5,0,outdoor,2850,19-01-2018,21:00:00,22:00:00,2,4,0
Heater,2,5,0,outdoor,2981,20-01-2018,12:00:00,13:00:00,8,30,0
Heater,2,5,0,outdoor,1645,22-01-2018,16:00:00,17:00:00,7,22,1
Heater,2,5,0,outdoor,2515,22-01-2018,22:00:00,23:00:00,3,28,0
Heater,2,5,0,outdoor,1708,22-01-2018,22:00:00,23:00:00,6,9,1
Lights,2,5,0,outdoor,2024,05-01-2018,02:00:00,03:00:00,0,0,1
Lights,2,5,0,outdoor,3510,05-01-2018,10:00:00,11:00:00,0,0,0
Lights,2,5,0,outdoor,3587,05-01-2018,11:00:00,12:00:00,10,28,0
Lights,2,5,0,outdoor,3775,05-01-2018,18:00:00,19:00:00,10,25,1
Lights,2,5,0,outdoor,2135,06-01-2018,07:00:00,08:00:00,1,13,1
Lights,2,5,0,outdoor,2437,06-01-2018,09:00:00,10:00:00,2,27,1
Lights,2,5,0,outdoor,2845,06-01-2018,11:00:00,12:00:00,9,9,1
Lights,2,5,0,outdoor,3837,06-01-2018,15:00:00,16:00:00,1,8,0
Lights,2,5,0,outdoor,3597,06-01-2018,15:00:00,16:00:00,8,1,1
Lights,2,5,0,outdoor,4809,06-01-2018,16:00:00,17:00:00,5,7,0
Lights,2,5,0,outdoor,2726,07-01-2018,08:00:00,09:00:00,9,12,1
Lights,2,5,0,outdoor,3065,07-01-2018,08:00:00,09:00:00,9,19,1
Lights,2,5,0,outdoor,4502,07-01-2018,11:00:00,12:00:00,2,4,0
Lights,2,5,0,outdoor,3543,07-01-2018,18:00:00,19:00:00,8,18,1
Lights,2,5,0,outdoor,2572,08-01-2018,01:00:00,02:00:00,5,8,1
Lights,2,5,0,outdoor,3567,08-01-2018,01:00:00,02:00:00,0,0,0
Lights,2,5,0,outdoor,3178,08-01-2018,10:00:00,11:00:00,3,10,1
Lights,2,5,0,outdoor,3289,08-01-2018,21:00:00,22:00:00,6,7,1
Lights,2,5,0,outdoor,3578,08-01-2018,23:00:00,00:00:00,0,0,1
Lights,2,5,0,outdoor,2656,09-01-2018,11:00:00,12:00:00,5,12,1
Microwave,2,5,0,outdoor,1072,23-01-2018,03:00:00,04:00:00,7,6,1
Microwave,2,5,0,outdoor,1438,23-01-2018,15:00:00,16:00:00,10,21,1
Microwave,2,5,0,outdoor,1789,23-01-2018,18:00:00,19:00:00,2,6,0
Microwave,2,5,0,outdoor,1244,24-01-2018,03:00:00,04:00:00,2,6,1
Microwave,2,5,0,outdoor,1432,24-01-2018,04:00:00,05:00:00,8,15,1
Microwave,2,5,0,outdoor,1448,25-01-2018,12:00:00,13:00:00,1,13,1
Microwave,2,5,0,outdoor,1491,26-01-2018,02:00:00,03:00:00,6,29,0
Microwave,2,5,0,outdoor,1437,26-01-2018,02:00:00,03:00:00,1,30,0
Microwave,2,5,0,outdoor,1846,27-01-2018,00:00:00,01:00:00,10,25,0
Refridgerator,2,5,0,outdoor,199,15-01-2018,03:00:00,04:00:00,2,16,1
Refridgerator,2,5,0,outdoor,118,15-01-2018,17:00:00,18:00:00,4,13,1
Refridgerator,2,5,0,outdoor,221,16-01-2018,11:00:00,12:00:00,8,28,0
Refridgerator,2,5,0,outdoor,265,16-01-2018,15:00:00,16:00:00,9,1,0
Refridgerator,2,5,0,outdoor,125,17-01-2018,02:00:00,03:00:00,0,0,1
Refridgerator,2,5,0,outdoor,127,17-01-2018,15:00:00,16:00:00,7,10,1
Refridgerator,2,5,0,outdoor,191,17-01-2018,22:00:00,23:00:00,0,0,0
Refridgerator,2,5,0,outdoor,234,18-01-2018,20:00:00,21:00:00,10,9,0
Refridgerator,2,5,0,outdoor,222,18-01-2018,22:00:00,23:00:00,9,9,0
Refridgerator,2,5,0,outdoor,220,18-01-2018,22:00:00,23:00:00,1,2,0
Television,2,5,0,outdoor,243,09-01-2018,16:00:00,17:00:00,6,28,0
Television,2,5,0,outdoor,244,09-01-2018,22:00:00,23:00:00,3,15,1
Television,2,5,0,outdoor,283,10-01-2018,02:00:00,03:00:00,10,6,0
Television,2,5,0,outdoor,294,10-01-2018,05:00:00,06:00:00,5,30,0
Television,2,5,0,outdoor,273,11-01-2018,04:00:00,05:00:00,10,17,0
Television,2,5,0,outdoor,285,11-01-2018,12:00:00,13:00:00,9,2,0
Television,2,5,0,outdoor,204,11-01-2018,19:00:00,20:00:00,8,25,1
Television,2,5,0,outdoor,233,11-01-2018,23:00:00,00:00:00,7,1,1
Television,2,5,0,outdoor,234,12-01-2018,01:00:00,02:00:00,5,6,1
Television,2,5,0,outdoor,210,12-01-2018,05:00:00,06:00:00,5,26,1
Television,2,5,0,outdoor,228,12-01-2018,05:00:00,06:00:00,9,27,1
Television,2,5,0,outdoor,267,12-01-2018,17:00:00,18:00:00,5,2,0
Television,2,5,0,outdoor,290,12-01-2018,21:00:00,22:00:00,4,6,0
Television,2,5,0,outdoor,234,13-01-2018,01:00:00,02:00:00,7,8,1
Television,2,5,0,outdoor,282,13-01-2018,05:00:00,06:00:00,5,8,0
