device,building,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,target
Refridgerator,6,605,very hot,2018-01-14,02:00:00,03:00:00,midnight,11,56,287,0
Refridgerator,6,605,very hot,2018-01-14,05:00:00,06:00:00,early morning,14,23,229,0
Refridgerator,6,605,very hot,2018-01-14,09:00:00,10:00:00,morning,2,42,206,1
Refridgerator,6,605,very hot,2018-01-14,11:00:00,12:00:00,morning,0,0,277,0
Refridgerator,6,605,very hot,2018-01-14,12:00:00,13:00:00,afternoon,2,6,153,1
Refridgerator,6,605,very hot,2018-01-15,00:00:00,01:00:00,midnight,12,29,155,1
Refridgerator,6,605,very hot,2018-01-15,01:00:00,02:00:00,midnight,12,11,251,0
Refridgerator,6,605,very hot,2018-01-15,05:00:00,06:00:00,early morning,9,38,292,0
Refridgerator,6,605,very hot,2018-01-15,07:00:00,08:00:00,morning,2,11,236,0
Refridgerator,6,605,very hot,2018-01-15,09:00:00,10:00:00,morning,15,5,294,0
Refridgerator,6,605,very hot,2018-01-15,09:00:00,10:00:00,morning,4,1,163,1
Refridgerator,6,605,very hot,2018-01-15,09:00:00,10:00:00,morning,3,18,271,0
Refridgerator,6,605,very hot,2018-01-15,10:00:00,11:00:00,morning,15,40,298,0
Refridgerator,6,605,very hot,2018-01-15,10:00:00,11:00:00,morning,0,0,187,1
Refridgerator,6,605,very hot,2018-01-15,14:00:00,15:00:00,afternoon,5,32,219,0
Refridgerator,6,605,very hot,2018-01-15,14:00:00,15:00:00,afternoon,7,41,174,1
Refridgerator,6,605,very hot,2018-01-15,22:00:00,23:00:00,night,6,44,160,1
Refridgerator,6,605,very hot,2018-01-15,22:00:00,23:00:00,night,9,49,277,0
Refridgerator,6,605,very hot,2018-01-15,22:00:00,23:00:00,night,6,23,277,0
Refridgerator,6,605,very hot,2018-01-15,23:00:00,00:00:00,midnight,11,39,182,1
Refridgerator,6,605,very hot,2018-01-15,23:00:00,00:00:00,midnight,10,22,236,0
Refridgerator,6,605,very hot,2018-01-16,01:00:00,02:00:00,midnight,5,24,133,1
Refridgerator,6,605,very hot,2018-01-16,02:00:00,03:00:00,midnight,2,31,103,1
Refridgerator,6,605,very hot,2018-01-16,05:00:00,06:00:00,early morning,0,0,186,1
Refridgerator,6,605,very hot,2018-01-16,06:00:00,07:00:00,early morning,1,51,153,1
Refridgerator,6,605,very hot,2018-01-16,08:00:00,09:00:00,morning,5,32,224,1
Refridgerator,6,605,very hot,2018-01-16,08:00:00,09:00:00,morning,6,13,298,0
Refridgerator,6,605,very hot,2018-01-16,09:00:00,10:00:00,morning,14,35,150,1
Refridgerator,6,605,very hot,2018-01-16,09:00:00,10:00:00,morning,9,42,196,1
Refridgerator,6,605,very hot,2018-01-16,11:00:00,12:00:00,morning,6,53,265,0
Refridgerator,6,605,very hot,2018-01-16,12:00:00,13:00:00,afternoon,14,6,223,0
Refridgerator,6,605,very hot,2018-01-16,13:00:00,14:00:00,afternoon,1,32,243,0
Refridgerator,6,605,very hot,2018-01-16,15:00:00,16:00:00,afternoon,3,35,214,0
Refridgerator,6,605,very hot,2018-01-16,16:00:00,17:00:00,evening,2,29,245,0
Refridgerator,6,605,very hot,2018-01-16,17:00:00,18:00:00,evening,0,0,137,1
Refridgerator,6,605,very hot,2018-01-16,19:00:00,20:00:00,night,0,0,283,0
Refridgerator,6,605,very hot,2018-01-16,20:00:00,21:00:00,night,10,34,161,1
Refridgerator,6,605,very hot,2018-01-16,21:00:00,22:00:00,night,6,16,285,0
Refridgerator,6,605,very hot,2018-01-16,22:00:00,23:00:00,night,7,24,153,1
Refridgerator,6,605,very hot,2018-01-16,22:00:00,23:00:00,night,12,50,253,0
Refridgerator,6,605,very hot,2018-01-17,00:00:00,01:00:00,midnight,13,35,245,0
Refridgerator,6,605,very hot,2018-01-17,01:00:00,02:00:00,midnight,7,32,229,0
Refridgerator,6,605,very hot,2018-01-17,01:00:00,02:00:00,midnight,2,56,269,0
Refridgerator,6,605,very hot,2018-01-17,01:00:00,02:00:00,midnight,5,37,115,1
Refridgerator,6,605,very hot,2018-01-17,02:00:00,03:00:00,midnight,0,0,280,0
Refridgerator,6,605,very hot,2018-01-17,03:00:00,04:00:00,midnight,3,38,130,1
Refridgerator,6,605,very hot,2018-01-17,04:00:00,05:00:00,early morning,14,57,137,1
Refridgerator,6,605,very hot,2018-01-17,04:00:00,05:00:00,early morning,0,0,173,1
Refridgerator,6,605,very hot,2018-01-17,04:00:00,05:00:00,early morning,3,10,211,0
Refridgerator,6,605,very hot,2018-01-17,04:00:00,05:00:00,early morning,1,36,248,0
Refridgerator,6,605,very hot,2018-01-17,04:00:00,05:00:00,early morning,11,21,283,0
Refridgerator,6,605,very hot,2018-01-17,05:00:00,06:00:00,early morning,3,34,204,1
Refridgerator,6,605,very hot,2018-01-17,06:00:00,07:00:00,early morning,0,0,205,1
Refridgerator,6,605,very hot,2018-01-17,06:00:00,07:00:00,early morning,11,48,261,0
Refridgerator,6,605,very hot,2018-01-17,10:00:00,11:00:00,morning,9,59,210,1
Refridgerator,6,605,very hot,2018-01-17,12:00:00,13:00:00,afternoon,11,23,138,1
Refridgerator,6,605,very hot,2018-01-17,15:00:00,16:00:00,afternoon,7,17,126,1
Refridgerator,6,605,very hot,2018-01-17,17:00:00,18:00:00,evening,11,46,144,1
Refridgerator,6,605,very hot,2018-01-17,19:00:00,20:00:00,night,1,17,288,0
Refridgerator,6,605,very hot,2018-01-17,19:00:00,20:00:00,night,9,26,107,1
Refridgerator,6,605,very hot,2018-01-17,20:00:00,21:00:00,night,6,2,152,1
Refridgerator,6,605,very hot,2018-01-17,22:00:00,23:00:00,night,7,6,213,0
Refridgerator,6,605,very hot,2018-01-17,22:00:00,23:00:00,night,0,0,288,0
Refridgerator,6,605,very hot,2018-01-17,23:00:00,00:00:00,midnight,15,30,201,0
Refridgerator,6,605,very hot,2018-01-17,23:00:00,00:00:00,midnight,7,12,245,0
Refridgerator,6,605,very hot,2018-01-18,01:00:00,02:00:00,midnight,9,35,252,0
Refridgerator,6,605,very hot,2018-01-18,02:00:00,03:00:00,midnight,3,24,115,1
Refridgerator,6,605,very hot,2018-01-18,04:00:00,05:00:00,early morning,9,24,140,1
Refridgerator,6,605,very hot,2018-01-18,04:00:00,05:00:00,early morning,8,31,180,0
Refridgerator,6,605,very hot,2018-01-18,09:00:00,10:00:00,morning,0,0,129,1
Refridgerator,6,605,very hot,2018-01-18,09:00:00,10:00:00,morning,13,11,262,0
Refridgerator,6,605,very hot,2018-01-18,11:00:00,12:00:00,morning,3,30,157,1
Refridgerator,6,605,very hot,2018-01-18,13:00:00,14:00:00,afternoon,12,15,252,0
Refridgerator,6,605,very hot,2018-01-18,16:00:00,17:00:00,evening,14,4,276,0
Refridgerator,6,605,very hot,2018-01-18,17:00:00,18:00:00,evening,2,59,130,1
Refridgerator,6,605,very hot,2018-01-18,17:00:00,18:00:00,evening,3,21,244,0
Refridgerator,6,605,very hot,2018-01-18,19:00:00,20:00:00,night,15,12,150,1
Refridgerator,6,605,very hot,2018-01-18,19:00:00,20:00:00,night,8,15,143,1
Refridgerator,6,605,very hot,2018-01-18,22:00:00,23:00:00,night,5,45,157,1
Computer,6,607,very hot,2018-01-27,10:00:00,11:00:00,morning,12,38,342,1
Computer,6,607,very hot,2018-01-27,11:00:00,12:00:00,morning,5,50,308,1
Computer,6,607,very hot,2018-01-27,11:00:00,12:00:00,morning,7,5,316,1
Computer,6,607,very hot,2018-01-27,15:00:00,16:00:00,afternoon,6,53,384,1
Computer,6,607,very hot,2018-01-27,18:00:00,19:00:00,evening,4,43,467,0
Computer,6,607,very hot,2018-01-27,20:00:00,21:00:00,night,7,53,344,1
Computer,6,607,very hot,2018-01-28,01:00:00,02:00:00,midnight,3,16,499,0
Computer,6,607,very hot,2018-01-28,01:00:00,02:00:00,midnight,7,58,444,0
Computer,6,607,very hot,2018-01-28,02:00:00,03:00:00,midnight,6,35,467,0
Computer,6,607,very hot,2018-01-28,03:00:00,04:00:00,midnight,8,50,315,1
Computer,6,607,very hot,2018-01-28,08:00:00,09:00:00,morning,0,0,463,0
Computer,6,607,very hot,2018-01-28,10:00:00,11:00:00,morning,1,20,482,0
Computer,6,607,very hot,2018-01-28,11:00:00,12:00:00,morning,1,2,401,0
Computer,6,607,very hot,2018-01-28,13:00:00,14:00:00,afternoon,3,54,430,0
Computer,6,607,very hot,2018-01-28,15:00:00,16:00:00,afternoon,13,23,318,1
Computer,6,607,very hot,2018-01-28,16:00:00,17:00:00,evening,2,7,434,0
Computer,6,607,very hot,2018-01-28,16:00:00,17:00:00,evening,10,42,443,0
Computer,6,607,very hot,2018-01-28,17:00:00,18:00:00,evening,10,59,388,1
Computer,6,607,very hot,2018-01-28,19:00:00,20:00:00,night,2,16,376,1
Computer,6,607,very hot,2018-01-28,20:00:00,21:00:00,night,6,49,384,0
Computer,6,607,very hot,2018-01-28,22:00:00,23:00:00,night,14,8,391,1
Computer,6,607,very hot,2018-01-28,22:00:00,23:00:00,night,7,54,457,0
Computer,6,607,very hot,2018-01-28,23:00:00,00:00:00,midnight,11,41,330,1
Computer,6,607,very hot,2018-01-29,01:00:00,02:00:00,midnight,10,46,363,1
Computer,6,607,very hot,2018-01-29,02:00:00,03:00:00,midnight,12,26,432,0
Computer,6,607,very hot,2018-01-29,02:00:00,03:00:00,midnight,15,36,328,1
Computer,6,607,very hot,2018-01-29,02:00:00,03:00:00,midnight,6,44,400,1
Computer,6,607,very hot,2018-01-29,03:00:00,04:00:00,midnight,13,6,359,1
Computer,6,607,very hot,2018-01-29,04:00:00,05:00:00,early morning,0,0,315,1
Computer,6,607,very hot,2018-01-29,05:00:00,06:00:00,early morning,6,3,384,1
Computer,6,607,very hot,2018-01-29,09:00:00,10:00:00,morning,11,14,309,1
Computer,6,607,very hot,2018-01-29,09:00:00,10:00:00,morning,11,43,464,0
Computer,6,607,very hot,2018-01-29,10:00:00,11:00:00,morning,13,7,425,0
Computer,6,607,very hot,2018-01-29,11:00:00,12:00:00,morning,12,20,311,1
Computer,6,607,very hot,2018-01-29,11:00:00,12:00:00,morning,7,12,484,0
Computer,6,607,very hot,2018-01-29,11:00:00,12:00:00,morning,14,9,446,0
Computer,6,607,very hot,2018-01-29,13:00:00,14:00:00,afternoon,14,52,483,0
Computer,6,607,very hot,2018-01-29,14:00:00,15:00:00,afternoon,13,33,396,0
Computer,6,607,very hot,2018-01-29,15:00:00,16:00:00,afternoon,10,2,316,1
Computer,6,607,very hot,2018-01-29,16:00:00,17:00:00,evening,15,37,344,1
Computer,6,607,very hot,2018-01-29,17:00:00,18:00:00,evening,8,2,316,1
Computer,6,607,very hot,2018-01-29,18:00:00,19:00:00,evening,3,10,424,1
Computer,6,607,very hot,2018-01-29,18:00:00,19:00:00,evening,15,20,403,1
Computer,6,607,very hot,2018-01-29,20:00:00,21:00:00,night,3,9,328,1
Computer,6,607,very hot,2018-01-29,21:00:00,22:00:00,night,0,0,453,0
Computer,6,607,very hot,2018-01-30,00:00:00,01:00:00,midnight,9,40,430,0
Computer,6,607,very hot,2018-01-30,02:00:00,03:00:00,midnight,15,14,396,1
Computer,6,607,very hot,2018-01-30,02:00:00,03:00:00,midnight,2,30,498,0
Computer,6,607,very hot,2018-01-30,03:00:00,04:00:00,midnight,9,49,334,1
Computer,6,607,very hot,2018-01-30,04:00:00,05:00:00,early morning,13,5,382,0
Computer,6,607,very hot,2018-01-30,05:00:00,06:00:00,early morning,5,22,418,1
Computer,6,607,very hot,2018-01-30,05:00:00,06:00:00,early morning,9,24,340,1
Computer,6,607,very hot,2018-01-30,07:00:00,08:00:00,morning,6,17,488,0
Computer,6,607,very hot,2018-01-30,11:00:00,12:00:00,morning,7,40,428,0
Computer,6,607,very hot,2018-01-30,12:00:00,13:00:00,afternoon,1,5,454,0
Computer,6,607,very hot,2018-01-30,13:00:00,14:00:00,afternoon,5,41,346,1
Computer,6,607,very hot,2018-01-30,14:00:00,15:00:00,afternoon,5,4,324,1
Computer,6,607,very hot,2018-01-30,15:00:00,16:00:00,afternoon,8,46,393,1
Computer,6,607,very hot,2018-01-30,17:00:00,18:00:00,evening,5,32,434,0
Computer,6,607,very hot,2018-01-30,21:00:00,22:00:00,night,0,0,401,1
Computer,6,607,very hot,2018-01-30,22:00:00,23:00:00,night,12,13,368,1
Computer,6,607,very hot,2018-01-30,23:00:00,00:00:00,midnight,7,42,386,1
Computer,6,607,very hot,2018-01-31,00:00:00,01:00:00,midnight,11,10,364,1
Computer,6,607,very hot,2018-01-31,05:00:00,06:00:00,early morning,4,27,477,0
Computer,6,607,very hot,2018-01-31,07:00:00,08:00:00,morning,1,7,349,1
Computer,6,607,very hot,2018-01-31,08:00:00,09:00:00,morning,1,6,350,1
Computer,6,607,very hot,2018-01-31,08:00:00,09:00:00,morning,3,8,315,1
Computer,6,607,very hot,2018-01-31,09:00:00,10:00:00,morning,1,15,321,1
Computer,6,607,very hot,2018-01-31,10:00:00,11:00:00,morning,13,25,371,1
Computer,6,607,very hot,2018-01-31,12:00:00,13:00:00,afternoon,11,5,400,0
Computer,6,607,very hot,2018-01-31,12:00:00,13:00:00,afternoon,7,7,333,1
Computer,6,607,very hot,2018-01-31,17:00:00,18:00:00,evening,13,55,332,1
Computer,6,607,very hot,2018-01-31,17:00:00,18:00:00,evening,1,28,319,1
Computer,6,607,very hot,2018-01-31,23:00:00,00:00:00,midnight,15,52,368,1
Computer,6,607,very hot,2018-01-31,23:00:00,00:00:00,midnight,9,46,421,0
Television,7,701,very cold,2018-01-09,04:00:00,05:00:00,early morning,12,24,244,1
Television,7,701,very cold,2018-01-09,09:00:00,10:00:00,morning,13,33,297,0
Television,7,701,very cold,2018-01-09,16:00:00,17:00:00,evening,3,12,246,0
Television,7,701,very cold,2018-01-09,17:00:00,18:00:00,evening,11,7,221,1
Television,7,701,very cold,2018-01-09,18:00:00,19:00:00,evening,13,6,278,0
Television,7,701,very cold,2018-01-09,20:00:00,21:00:00,night,13,12,211,1
Television,7,701,very cold,2018-01-10,02:00:00,03:00:00,midnight,13,39,265,0
Television,7,701,very cold,2018-01-10,09:00:00,10:00:00,morning,2,1,260,1
Television,7,701,very cold,2018-01-10,10:00:00,11:00:00,morning,14,42,227,1
Television,7,701,very cold,2018-01-10,10:00:00,11:00:00,morning,2,21,291,0
Television,7,701,very cold,2018-01-10,13:00:00,14:00:00,afternoon,6,30,273,0
Television,7,701,very cold,2018-01-10,14:00:00,15:00:00,afternoon,3,13,280,0
Television,7,701,very cold,2018-01-10,16:00:00,17:00:00,evening,5,1,239,1
Television,7,701,very cold,2018-01-10,17:00:00,18:00:00,evening,5,1,211,1
Television,7,701,very cold,2018-01-10,17:00:00,18:00:00,evening,0,0,288,0
Television,7,701,very cold,2018-01-10,17:00:00,18:00:00,evening,11,51,258,0
Television,7,701,very cold,2018-01-10,19:00:00,20:00:00,night,15,53,276,0
Television,7,701,very cold,2018-01-10,19:00:00,20:00:00,night,0,0,201,1
Television,7,701,very cold,2018-01-10,21:00:00,22:00:00,night,12,8,261,0
Television,7,701,very cold,2018-01-10,22:00:00,23:00:00,night,8,39,228,1
Television,7,701,very cold,2018-01-11,03:00:00,04:00:00,midnight,12,7,223,1
Television,7,701,very cold,2018-01-11,04:00:00,05:00:00,early morning,8,29,266,0
Television,7,701,very cold,2018-01-11,07:00:00,08:00:00,morning,7,21,275,0
Television,7,701,very cold,2018-01-11,08:00:00,09:00:00,morning,9,37,299,0
Television,7,701,very cold,2018-01-11,09:00:00,10:00:00,morning,15,5,292,0
Television,7,701,very cold,2018-01-11,12:00:00,13:00:00,afternoon,10,4,244,1
Television,7,701,very cold,2018-01-11,12:00:00,13:00:00,afternoon,3,30,285,0
Television,7,701,very cold,2018-01-11,13:00:00,14:00:00,afternoon,2,48,262,0
Television,7,701,very cold,2018-01-11,13:00:00,14:00:00,afternoon,5,54,214,1
Television,7,701,very cold,2018-01-11,14:00:00,15:00:00,afternoon,10,14,223,1
Television,7,701,very cold,2018-01-11,15:00:00,16:00:00,afternoon,9,1,214,1
Television,7,701,very cold,2018-01-11,15:00:00,16:00:00,afternoon,7,49,241,0
Television,7,701,very cold,2018-01-11,16:00:00,17:00:00,evening,13,44,200,1
Television,7,701,very cold,2018-01-11,18:00:00,19:00:00,evening,5,41,291,0
Television,7,701,very cold,2018-01-11,20:00:00,21:00:00,night,8,19,291,0
Television,7,701,very cold,2018-01-11,22:00:00,23:00:00,night,9,40,283,0
Television,7,701,very cold,2018-01-11,22:00:00,23:00:00,night,1,44,216,1
Television,7,701,very cold,2018-01-11,23:00:00,00:00:00,midnight,14,44,210,1
Television,7,701,very cold,2018-01-12,00:00:00,01:00:00,midnight,13,48,257,0
Television,7,701,very cold,2018-01-12,04:00:00,05:00:00,early morning,15,54,290,0
Television,7,701,very cold,2018-01-12,06:00:00,07:00:00,early morning,0,0,225,1
Television,7,701,very cold,2018-01-12,06:00:00,07:00:00,early morning,15,20,228,1
Television,7,701,very cold,2018-01-12,11:00:00,12:00:00,morning,12,18,230,1
Television,7,701,very cold,2018-01-12,13:00:00,14:00:00,afternoon,11,16,229,1
Television,7,701,very cold,2018-01-12,13:00:00,14:00:00,afternoon,1,30,232,1
Television,7,701,very cold,2018-01-12,15:00:00,16:00:00,afternoon,11,32,263,0
Television,7,701,very cold,2018-01-12,17:00:00,18:00:00,evening,10,40,271,0
Television,7,701,very cold,2018-01-12,18:00:00,19:00:00,evening,15,43,268,0
Television,7,701,very cold,2018-01-12,19:00:00,20:00:00,night,6,36,244,1
Television,7,701,very cold,2018-01-12,19:00:00,20:00:00,night,12,7,264,0
Television,7,701,very cold,2018-01-12,22:00:00,23:00:00,night,5,46,201,1
Television,7,701,very cold,2018-01-13,00:00:00,01:00:00,midnight,2,45,274,0
Television,7,701,very cold,2018-01-13,00:00:00,01:00:00,midnight,7,10,228,1
Television,7,701,very cold,2018-01-13,01:00:00,02:00:00,midnight,10,23,222,1
Television,7,701,very cold,2018-01-13,01:00:00,02:00:00,midnight,12,15,203,1
Television,7,701,very cold,2018-01-13,02:00:00,03:00:00,midnight,2,3,278,0
Television,7,701,very cold,2018-01-13,04:00:00,05:00:00,early morning,14,28,259,0
Television,7,701,very cold,2018-01-13,05:00:00,06:00:00,early morning,6,37,234,1
Television,7,701,very cold,2018-01-13,06:00:00,07:00:00,early morning,10,58,293,0
Television,7,701,very cold,2018-01-13,06:00:00,07:00:00,early morning,4,30,225,1
Television,7,701,very cold,2018-01-13,07:00:00,08:00:00,morning,14,29,202,1
Television,7,701,very cold,2018-01-13,10:00:00,11:00:00,morning,4,9,205,1
Television,7,701,very cold,2018-01-13,11:00:00,12:00:00,morning,6,53,297,0
Television,7,701,very cold,2018-01-13,11:00:00,12:00:00,morning,12,35,258,0
Television,7,701,very cold,2018-01-13,14:00:00,15:00:00,afternoon,11,49,208,1
Television,7,701,very cold,2018-01-13,15:00:00,16:00:00,afternoon,2,39,219,1
Television,7,701,very cold,2018-01-13,19:00:00,20:00:00,night,9,51,262,0
Television,7,701,very cold,2018-01-13,21:00:00,22:00:00,night,3,21,239,1
Television,7,701,very cold,2018-01-13,22:00:00,23:00:00,night,5,53,223,1
Television,7,701,very cold,2018-01-13,23:00:00,00:00:00,midnight,14,53,273,0
Television,7,701,very cold,2018-01-14,02:00:00,03:00:00,midnight,14,27,260,0
Television,7,701,very cold,2018-01-14,11:00:00,12:00:00,morning,0,0,294,0
Heater,7,703,very cold,2018-01-18,00:00:00,01:00:00,midnight,6,16,2166,1
Heater,7,703,very cold,2018-01-18,23:00:00,00:00:00,midnight,12,49,1588,1
Heater,7,703,very cold,2018-01-19,00:00:00,01:00:00,midnight,12,42,2521,0
Heater,7,703,very cold,2018-01-19,01:00:00,02:00:00,midnight,5,13,1675,1
Heater,7,703,very cold,2018-01-19,01:00:00,02:00:00,midnight,1,14,2892,0
Heater,7,703,very cold,2018-01-19,01:00:00,02:00:00,midnight,8,37,1566,1
Heater,7,703,very cold,2018-01-19,03:00:00,04:00:00,midnight,8,52,1576,1
Heater,7,703,very cold,2018-01-19,05:00:00,06:00:00,early morning,10,37,2547,0
Heater,7,703,very cold,2018-01-19,05:00:00,06:00:00,early morning,13,33,2533,0
Heater,7,703,very cold,2018-01-19,06:00:00,07:00:00,early morning,8,1,1723,1
Heater,7,703,very cold,2018-01-19,06:00:00,07:00:00,early morning,2,24,2648,0
Heater,7,703,very cold,2018-01-19,10:00:00,11:00:00,morning,9,12,2108,1
Heater,7,703,very cold,2018-01-19,10:00:00,11:00:00,morning,7,34,2031,1
Heater,7,703,very cold,2018-01-19,12:00:00,13:00:00,afternoon,11,52,2284,0
Heater,7,703,very cold,2018-01-19,12:00:00,13:00:00,afternoon,12,49,2689,0
Heater,7,703,very cold,2018-01-19,13:00:00,14:00:00,afternoon,1,48,2099,0
Heater,7,703,very cold,2018-01-19,15:00:00,16:00:00,afternoon,11,46,2215,1
Heater,7,703,very cold,2018-01-19,15:00:00,16:00:00,afternoon,4,9,2975,0
Heater,7,703,very cold,2018-01-19,18:00:00,19:00:00,evening,10,52,2423,0
Heater,7,703,very cold,2018-01-19,19:00:00,20:00:00,night,7,16,2702,0
Heater,7,703,very cold,2018-01-19,20:00:00,21:00:00,night,6,54,2686,0
Heater,7,703,very cold,2018-01-19,21:00:00,22:00:00,night,11,40,2496,0
Heater,7,703,very cold,2018-01-19,21:00:00,22:00:00,night,14,49,2385,1
Heater,7,703,very cold,2018-01-19,22:00:00,23:00:00,night,11,55,2553,0
Heater,7,703,very cold,2018-01-19,23:00:00,00:00:00,midnight,3,46,2434,0
Heater,7,703,very cold,2018-01-19,23:00:00,00:00:00,midnight,0,0,2113,1
Heater,7,703,very cold,2018-01-20,00:00:00,01:00:00,midnight,4,48,2544,0
Heater,7,703,very cold,2018-01-20,04:00:00,05:00:00,early morning,12,39,2718,0
Heater,7,703,very cold,2018-01-20,08:00:00,09:00:00,morning,15,55,2446,0
Heater,7,703,very cold,2018-01-20,09:00:00,10:00:00,morning,0,0,1731,1
Heater,7,703,very cold,2018-01-20,10:00:00,11:00:00,morning,1,18,2088,1
Heater,7,703,very cold,2018-01-20,11:00:00,12:00:00,morning,9,33,2060,1
Heater,7,703,very cold,2018-01-20,12:00:00,13:00:00,afternoon,14,33,2316,0
Heater,7,703,very cold,2018-01-20,16:00:00,17:00:00,evening,7,3,2617,0
Heater,7,703,very cold,2018-01-20,17:00:00,18:00:00,evening,12,23,1999,1
Heater,7,703,very cold,2018-01-20,17:00:00,18:00:00,evening,13,54,1647,1
Heater,7,703,very cold,2018-01-20,23:00:00,00:00:00,midnight,5,6,2336,0
Heater,7,703,very cold,2018-01-21,02:00:00,03:00:00,midnight,0,0,2801,0
Heater,7,703,very cold,2018-01-21,03:00:00,04:00:00,midnight,1,29,1852,1
Heater,7,703,very cold,2018-01-21,06:00:00,07:00:00,early morning,9,13,1622,1
Heater,7,703,very cold,2018-01-21,07:00:00,08:00:00,morning,0,0,2656,0
Heater,7,703,very cold,2018-01-21,09:00:00,10:00:00,morning,11,20,1914,0
Heater,7,703,very cold,2018-01-21,11:00:00,12:00:00,morning,6,52,2972,0
Heater,7,703,very cold,2018-01-21,12:00:00,13:00:00,afternoon,4,9,1572,1
Heater,7,703,very cold,2018-01-21,12:00:00,13:00:00,afternoon,14,43,1927,1
Heater,7,703,very cold,2018-01-21,13:00:00,14:00:00,afternoon,6,50,2159,0
Heater,7,703,very cold,2018-01-21,18:00:00,19:00:00,evening,1,19,1873,1
Heater,7,703,very cold,2018-01-21,19:00:00,20:00:00,night,15,6,2960,0
Heater,7,703,very cold,2018-01-21,23:00:00,00:00:00,midnight,8,48,2331,0
Heater,7,703,very cold,2018-01-22,02:00:00,03:00:00,midnight,14,56,1757,1
Heater,7,703,very cold,2018-01-22,06:00:00,07:00:00,early morning,15,48,2647,0
Heater,7,703,very cold,2018-01-22,10:00:00,11:00:00,morning,11,12,2690,0
Heater,7,703,very cold,2018-01-22,10:00:00,11:00:00,morning,7,35,2911,0
Heater,7,703,very cold,2018-01-22,11:00:00,12:00:00,morning,10,2,2086,1
Heater,7,703,very cold,2018-01-22,11:00:00,12:00:00,morning,14,51,1851,1
Heater,7,703,very cold,2018-01-22,14:00:00,15:00:00,afternoon,13,7,2949,0
Heater,7,703,very cold,2018-01-22,17:00:00,18:00:00,evening,3,15,2810,0
Heater,7,703,very cold,2018-01-22,19:00:00,20:00:00,night,6,53,2854,0
Heater,7,703,very cold,2018-01-22,19:00:00,20:00:00,night,0,0,2527,1
Heater,7,703,very cold,2018-01-22,21:00:00,22:00:00,night,0,0,2443,1
Heater,7,703,very cold,2018-01-22,23:00:00,00:00:00,midnight,8,15,2824,0
Heater,7,703,very cold,2018-01-22,23:00:00,00:00:00,midnight,10,38,1736,1
Heater,7,703,very cold,2018-01-23,07:00:00,08:00:00,morning,15,36,2439,0
Heater,7,703,very cold,2018-01-23,22:00:00,23:00:00,night,3,57,2960,0
AC,7,704,very cold,2018-01-01,01:00:00,02:00:00,midnight,7,10,1358,1
AC,7,704,very cold,2018-01-01,02:00:00,03:00:00,midnight,13,46,1611,0
AC,7,704,very cold,2018-01-01,02:00:00,03:00:00,midnight,15,26,1027,1
AC,7,704,very cold,2018-01-01,02:00:00,03:00:00,midnight,3,48,1561,0
AC,7,704,very cold,2018-01-01,03:00:00,04:00:00,midnight,9,25,1205,1
AC,7,704,very cold,2018-01-01,04:00:00,05:00:00,early morning,12,32,1621,0
AC,7,704,very cold,2018-01-01,05:00:00,06:00:00,early morning,1,16,1885,0
AC,7,704,very cold,2018-01-01,07:00:00,08:00:00,morning,14,3,1129,1
AC,7,704,very cold,2018-01-01,08:00:00,09:00:00,morning,10,41,1051,1
AC,7,704,very cold,2018-01-01,08:00:00,09:00:00,morning,3,55,1295,0
AC,7,704,very cold,2018-01-01,10:00:00,11:00:00,morning,4,38,1171,1
AC,7,704,very cold,2018-01-01,11:00:00,12:00:00,morning,12,12,1799,0
AC,7,704,very cold,2018-01-01,14:00:00,15:00:00,afternoon,14,45,1601,0
AC,7,704,very cold,2018-01-01,17:00:00,18:00:00,evening,0,0,1671,0
AC,7,704,very cold,2018-01-01,19:00:00,20:00:00,night,9,46,1999,0
AC,7,704,very cold,2018-01-01,19:00:00,20:00:00,night,3,46,1315,1
AC,7,704,very cold,2018-01-01,20:00:00,21:00:00,night,7,49,1517,0
AC,7,704,very cold,2018-01-01,21:00:00,22:00:00,night,6,35,1886,0
AC,7,704,very cold,2018-01-01,22:00:00,23:00:00,night,13,49,1137,1
AC,7,704,very cold,2018-01-02,01:00:00,02:00:00,midnight,0,0,1633,0
AC,7,704,very cold,2018-01-02,02:00:00,03:00:00,midnight,3,10,1770,0
AC,7,704,very cold,2018-01-02,03:00:00,04:00:00,midnight,10,57,1575,0
AC,7,704,very cold,2018-01-02,04:00:00,05:00:00,early morning,10,31,1208,1
AC,7,704,very cold,2018-01-02,04:00:00,05:00:00,early morning,1,27,1923,0
AC,7,704,very cold,2018-01-02,07:00:00,08:00:00,morning,4,30,1744,0
AC,7,704,very cold,2018-01-02,11:00:00,12:00:00,morning,2,25,1280,1
AC,7,704,very cold,2018-01-02,12:00:00,13:00:00,afternoon,1,58,1763,1
AC,7,704,very cold,2018-01-02,14:00:00,15:00:00,afternoon,8,17,1052,1
AC,7,704,very cold,2018-01-02,16:00:00,17:00:00,evening,7,20,1904,0
AC,7,704,very cold,2018-01-02,17:00:00,18:00:00,evening,15,31,1305,1
AC,7,704,very cold,2018-01-02,17:00:00,18:00:00,evening,5,5,1898,0
AC,7,704,very cold,2018-01-02,18:00:00,19:00:00,evening,4,42,1611,1
AC,7,704,very cold,2018-01-02,19:00:00,20:00:00,night,1,1,1233,1
