device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,message,action
Heater,109,very cold,22-01-2018,00:00:00,01:00:00,midnight,15,48,2211.074219,"Moving 5 people from room 102 to room 114 saves 2198.50390625 of electricity, power consumption will reduce from 15560.6328125 to 13362.12890625",Turn off Heater in room 102
Heater,109,very cold,22-01-2018,01:00:00,02:00:00,midnight,7,34,2175.253906,"Moving 6 people from room 101 to room 102 saves 2223.26171875 of electricity, power consumption will reduce from 15342.47265625 to 13119.2109375",Turn off Heater in room 101
Heater,109,very hot,22-01-2018,03:00:00,04:00:00,midnight,14,1,2211.902344,"Moving 8 people from room 115 to room 109 saves 2206.1640625 of electricity, power consumption will reduce from 15462.375 to 13256.2109375",Turn off Heater in room 115
Heater,109,cold,22-01-2018,04:00:00,05:00:00,early morning,14,4,2210.792969,"Moving 1 people from room 102 to room 115 saves 2200.0625 of electricity, power consumption will reduce from 15583.203125 to 13383.140625",Turn off Heater in room 102
Heater,109,low hot,22-01-2018,05:00:00,06:00:00,early morning,6,9,2216.457031,"Moving 6 people from room 109 to room 100 saves 2216.45703125 of electricity, power consumption will reduce from 15536.0078125 to 13319.55078125",Turn off Heater in room 109
Heater,109,low cold,22-01-2018,07:00:00,08:00:00,morning,3,22,2223.699219,"Moving 1 people from room 115 to room 115 saves 2221.08984375 of electricity, power consumption will reduce from 15506.796875 to 13285.70703125",Turn off Heater in room 115
Heater,109,low hot,22-01-2018,08:00:00,09:00:00,morning,15,34,2239.535156,"Moving 11 people from room 100 to room 107 saves 2252.16796875 of electricity, power consumption will reduce from 15572.25 to 13320.08203125",Turn off Heater in room 100
Heater,109,low hot,22-01-2018,08:00:00,09:00:00,morning,9,29,2238.976563,"Moving 11 people from room 100 to room 107 saves 2252.16796875 of electricity, power consumption will reduce from 15572.25 to 13320.08203125",Turn off Heater in room 100
Heater,109,cold,22-01-2018,09:00:00,10:00:00,morning,9,54,2223.898438,"Moving 5 people from room 103 to room 105 saves 2226.453125 of electricity, power consumption will reduce from 15577.46484375 to 13351.01171875",Turn off Heater in room 103
Heater,109,cold,22-01-2018,10:00:00,11:00:00,morning,2,24,2172.410156,"Moving 7 people from room 103 to room 106 saves 2181.58984375 of electricity, power consumption will reduce from 15199.1015625 to 13017.51171875",Turn off Heater in room 103
Heater,109,very cold,22-01-2018,15:00:00,16:00:00,afternoon,11,45,2194.0625,"Moving 11 people from room 105 to room 100 saves 2201.37109375 of electricity, power consumption will reduce from 15503.0859375 to 13301.71484375",Turn off Heater in room 105
Heater,109,very cold,22-01-2018,20:00:00,21:00:00,night,7,12,2174.351563,"Moving 9 people from room 119 to room 104 saves 2193.62890625 of electricity, power consumption will reduce from 15269.11328125 to 13075.484375",Turn off Heater in room 119
Lights,109,very cold,05-01-2018,04:00:00,05:00:00,early morning,14,18,1482.757813,"Moving 14 people from room 109 to room 110 saves 1482.7578125 of electricity, power consumption will reduce from 10492.7109375 to 9009.953125",Turn off Lights in room 109
Lights,109,very cold,06-01-2018,05:00:00,06:00:00,early morning,9,46,1479.914063,None,Turn off Lights in room 102
Lights,109,low cold,06-01-2018,06:00:00,07:00:00,early morning,6,21,1486.625,"Moving 6 people from room 109 to room 118 saves 1486.625 of electricity, power consumption will reduce from 10435.6484375 to 8949.0234375",Turn off Lights in room 109
Lights,109,very cold,06-01-2018,09:00:00,10:00:00,morning,4,18,1497.183594,"Moving 13 people from room 119 to room 109 saves 1524.4140625 of electricity, power consumption will reduce from 10666.765625 to 9142.3515625",Turn off Lights in room 119
Lights,109,low hot,06-01-2018,11:00:00,12:00:00,morning,15,25,1490.421875,"Moving 5 people from room 117 to room 109 saves 1482.15625 of electricity, power consumption will reduce from 10347.1328125 to 8864.9765625",Turn off Lights in room 117
Lights,109,hot,06-01-2018,17:00:00,18:00:00,evening,14,11,1454.625,"Moving 7 people from room 100 to room 107 saves 1470.62890625 of electricity, power consumption will reduce from 10287.03125 to 8816.40234375",Turn off Lights in room 100
Lights,109,very hot,06-01-2018,20:00:00,21:00:00,night,9,3,1479.839844,"Moving 5 people from room 115 to room 107 saves 1446.44140625 of electricity, power consumption will reduce from 10395.375 to 8948.93359375",Turn off Lights in room 115
Lights,109,hot,06-01-2018,22:00:00,23:00:00,night,0,0,1500.542969,"Moving 9 people from room 100 to room 119 saves 1521.02734375 of electricity, power consumption will reduce from 10623.58203125 to 9102.5546875",Turn off Lights in room 100
Lights,109,cold,07-01-2018,03:00:00,04:00:00,midnight,0,0,1496.488281,"Moving 3 people from room 103 to room 109 saves 1489.328125 of electricity, power consumption will reduce from 10580.31640625 to 9090.98828125",Turn off Lights in room 103
Lights,109,very hot,07-01-2018,06:00:00,07:00:00,early morning,7,30,1517.808594,"Moving 1 people from room 106 to room 115 saves 1477.4765625 of electricity, power consumption will reduce from 10531.859375 to 9054.3828125",Turn off Lights in room 106
Lights,109,cold,07-01-2018,10:00:00,11:00:00,morning,10,19,1479.257813,"Moving 2 people from room 115 to room 109 saves 1497.65625 of electricity, power consumption will reduce from 10400.2109375 to 8902.5546875",Turn off Lights in room 115
Lights,109,low cold,07-01-2018,11:00:00,12:00:00,morning,2,23,1515.554688,"Moving 2 people from room 109 to room 103 saves 1515.5546875 of electricity, power consumption will reduce from 10510.39453125 to 8994.83984375",Turn off Lights in room 109
Lights,109,very cold,07-01-2018,14:00:00,15:00:00,afternoon,4,35,1485.609375,"Moving 4 people from room 109 to room 100 saves 1485.609375 of electricity, power consumption will reduce from 10452.6953125 to 8967.0859375",Turn off Lights in room 109
Lights,109,hot,07-01-2018,14:00:00,15:00:00,afternoon,11,55,1501.332031,"Moving 4 people from room 109 to room 100 saves 1485.609375 of electricity, power consumption will reduce from 10452.6953125 to 8967.0859375",Turn off Lights in room 109
Lights,109,low cold,07-01-2018,15:00:00,16:00:00,afternoon,6,22,1521.96875,"Moving 6 people from room 109 to room 111 saves 1521.96875 of electricity, power consumption will reduce from 10514.4921875 to 8992.5234375",Turn off Lights in room 109
Lights,109,low cold,07-01-2018,17:00:00,18:00:00,evening,11,33,1499.464844,"Moving 11 people from room 109 to room 118 saves 1499.46484375 of electricity, power consumption will reduce from 10430.87890625 to 8931.4140625",Turn off Lights in room 109
Lights,109,very cold,07-01-2018,17:00:00,18:00:00,evening,9,33,1475.722656,"Moving 11 people from room 109 to room 118 saves 1499.46484375 of electricity, power consumption will reduce from 10430.87890625 to 8931.4140625",Turn off Lights in room 109
Lights,109,very cold,07-01-2018,17:00:00,18:00:00,evening,12,25,1473.515625,"Moving 11 people from room 109 to room 118 saves 1499.46484375 of electricity, power consumption will reduce from 10430.87890625 to 8931.4140625",Turn off Lights in room 109
Lights,109,cold,08-01-2018,01:00:00,02:00:00,midnight,14,25,1466.332031,"Moving 14 people from room 109 to room 111 saves 1466.33203125 of electricity, power consumption will reduce from 10427.4140625 to 8961.08203125",Turn off Lights in room 109
Lights,109,hot,08-01-2018,02:00:00,03:00:00,midnight,5,14,1512.410156,"Moving 11 people from room 118 to room 110 saves 1507.26171875 of electricity, power consumption will reduce from 10654.22265625 to 9146.9609375",Turn off Lights in room 118
Lights,109,very cold,08-01-2018,05:00:00,06:00:00,early morning,1,12,1484.335938,"Moving 2 people from room 103 to room 108 saves 1491.66015625 of electricity, power consumption will reduce from 10433.875 to 8942.21484375",Turn off Lights in room 103
Lights,109,low cold,08-01-2018,09:00:00,10:00:00,morning,14,8,1529.359375,"Moving 5 people from room 106 to room 109 saves 1519.60546875 of electricity, power consumption will reduce from 10599.1796875 to 9079.57421875",Turn off Lights in room 106
Lights,109,very cold,08-01-2018,17:00:00,18:00:00,evening,15,45,1462.5,"Moving 10 people from room 105 to room 109 saves 1445.00390625 of electricity, power consumption will reduce from 10329.4296875 to 8884.42578125",Turn off Lights in room 105
Lights,109,hot,08-01-2018,17:00:00,18:00:00,evening,0,0,1465.125,"Moving 10 people from room 105 to room 109 saves 1445.00390625 of electricity, power consumption will reduce from 10329.4296875 to 8884.42578125",Turn off Lights in room 105
Lights,109,low cold,09-01-2018,04:00:00,05:00:00,early morning,1,44,1538.023438,"Moving 5 people from room 119 to room 109 saves 289.171875 of electricity, power consumption will reduce from 9392.4296875 to 9103.2578125",Turn off Television in room 119
Lights,109,low hot,09-01-2018,08:00:00,09:00:00,morning,13,56,1537.898438,"Moving 1 people from room 102 to room 100 saves 270.421875 of electricity, power consumption will reduce from 9390.59765625 to 9120.17578125",Turn off Television in room 102
Lights,109,very hot,09-01-2018,18:00:00,19:00:00,evening,5,15,1532.285156,"Moving 1 people from room 112 to room 102 saves 307.8671875 of electricity, power consumption will reduce from 9364.0 to 9056.1328125",Turn off Television in room 112
Lights,109,very cold,09-01-2018,19:00:00,20:00:00,night,9,30,1501.207031,"Moving 11 people from room 101 to room 109 saves 301.41796875 of electricity, power consumption will reduce from 9362.71875 to 9061.30078125",Turn off Television in room 101
Lights,109,very hot,09-01-2018,20:00:00,21:00:00,night,1,23,1496.566406,"Moving 15 people from room 107 to room 104 saves 290.0625 of electricity, power consumption will reduce from 9169.05078125 to 8878.98828125",Turn off Television in room 107
Lights,109,cold,09-01-2018,21:00:00,22:00:00,night,11,59,1518.039063,"Moving 8 people from room 108 to room 104 saves 269.8828125 of electricity, power consumption will reduce from 9371.203125 to 9101.3203125",Turn off Television in room 108
Microwave,109,hot,23-01-2018,00:00:00,01:00:00,midnight,10,48,1501.253906,"Moving 3 people from room 114 to room 108 saves 1523.75390625 of electricity, power consumption will reduce from 11097.1171875 to 9573.36328125",Turn off Microwave in room 114
Microwave,109,low hot,23-01-2018,02:00:00,03:00:00,midnight,6,4,1509.515625,"Moving 12 people from room 104 to room 107 saves 1495.078125 of electricity, power consumption will reduce from 11120.90625 to 9625.828125",Turn off Microwave in room 104
Microwave,109,low hot,23-01-2018,17:00:00,18:00:00,evening,15,53,1475.691406,"Moving 9 people from room 106 to room 115 saves 1464.1484375 of electricity, power consumption will reduce from 10898.4765625 to 9434.328125",Turn off Microwave in room 106
Microwave,109,very hot,23-01-2018,21:00:00,22:00:00,night,11,34,1522.640625,None,Turn off Microwave in room 114
Microwave,109,hot,23-01-2018,21:00:00,22:00:00,night,10,56,1513.640625,None,Turn off Microwave in room 114
Microwave,109,very hot,23-01-2018,23:00:00,00:00:00,midnight,4,25,1515.09375,"Moving 4 people from room 109 to room 106 saves 1515.09375 of electricity, power consumption will reduce from 11184.4140625 to 9669.3203125",Turn off Microwave in room 109
Microwave,109,hot,23-01-2018,23:00:00,00:00:00,midnight,14,47,1504.933594,"Moving 4 people from room 109 to room 106 saves 1515.09375 of electricity, power consumption will reduce from 11184.4140625 to 9669.3203125",Turn off Microwave in room 109
Microwave,109,very hot,24-01-2018,01:00:00,02:00:00,midnight,7,26,1516.355469,"Moving 7 people from room 109 to room 100 saves 1516.35546875 of electricity, power consumption will reduce from 10430.55859375 to 8914.203125",Turn off Microwave in room 109
Microwave,109,very hot,24-01-2018,12:00:00,13:00:00,afternoon,14,56,1564.085938,None,Turn off Microwave in room 108
Microwave,109,hot,24-01-2018,16:00:00,17:00:00,evening,12,35,1501.929688,"Moving 10 people from room 111 to room 109 saves 1496.765625 of electricity, power consumption will reduce from 10473.40234375 to 8976.63671875",Turn off Microwave in room 111
Microwave,109,low cold,24-01-2018,17:00:00,18:00:00,evening,12,35,1507.929688,None,Turn off Microwave in room 110
Microwave,109,low cold,24-01-2018,21:00:00,22:00:00,night,5,49,1563.773438,"Moving 11 people from room 113 to room 118 saves 1553.4609375 of electricity, power consumption will reduce from 10844.33203125 to 9290.87109375",Turn off Microwave in room 113
Microwave,109,very hot,25-01-2018,10:00:00,11:00:00,morning,0,0,1474.769531,None,Turn off Microwave in room 109
Microwave,109,low cold,25-01-2018,15:00:00,16:00:00,afternoon,1,46,1501.621094,"Moving 3 people from room 102 to room 116 saves 1477.57421875 of electricity, power consumption will reduce from 10395.421875 to 8917.84765625",Turn off Microwave in room 102
Microwave,109,low cold,25-01-2018,17:00:00,18:00:00,evening,15,2,1465.136719,"Moving 13 people from room 106 to room 103 saves 1464.30859375 of electricity, power consumption will reduce from 10204.1640625 to 8739.85546875",Turn off Microwave in room 106
Microwave,109,low hot,25-01-2018,18:00:00,19:00:00,evening,15,16,1521.597656,"Moving 1 people from room 108 to room 109 saves 1523.2890625 of electricity, power consumption will reduce from 10554.16796875 to 9030.87890625",Turn off Microwave in room 108
Microwave,109,hot,25-01-2018,18:00:00,19:00:00,evening,5,10,1506.148438,"Moving 1 people from room 108 to room 109 saves 1523.2890625 of electricity, power consumption will reduce from 10554.16796875 to 9030.87890625",Turn off Microwave in room 108
Microwave,109,hot,25-01-2018,21:00:00,22:00:00,night,12,18,1508.796875,"Moving 5 people from room 110 to room 100 saves 1512.421875 of electricity, power consumption will reduce from 10620.87890625 to 9108.45703125",Turn off Microwave in room 110
Microwave,109,low cold,25-01-2018,22:00:00,23:00:00,night,1,46,1524.085938,"Moving 4 people from room 104 to room 117 saves 1501.1875 of electricity, power consumption will reduce from 10485.328125 to 8984.140625",Turn off Microwave in room 104
Microwave,109,very cold,25-01-2018,23:00:00,00:00:00,midnight,7,11,1489.785156,"Moving 6 people from room 113 to room 105 saves 1499.80859375 of electricity, power consumption will reduce from 10494.140625 to 8994.33203125",Turn off Microwave in room 113
Microwave,109,cold,26-01-2018,07:00:00,08:00:00,morning,9,21,1505.304688,"Moving 1 people from room 105 to room 115 saves 1523.140625 of electricity, power consumption will reduce from 10560.7421875 to 9037.6015625",Turn off Microwave in room 105
Microwave,109,low hot,26-01-2018,09:00:00,10:00:00,morning,15,8,1544.578125,"Moving 2 people from room 103 to room 115 saves 1538.8515625 of electricity, power consumption will reduce from 10726.359375 to 9187.5078125",Turn off Microwave in room 103
Microwave,109,cold,26-01-2018,09:00:00,10:00:00,morning,5,7,1519.109375,"Moving 2 people from room 103 to room 115 saves 1538.8515625 of electricity, power consumption will reduce from 10726.359375 to 9187.5078125",Turn off Microwave in room 103
Microwave,109,low hot,26-01-2018,17:00:00,18:00:00,evening,2,14,1495.792969,None,Turn off Microwave in room 111
Microwave,109,very cold,26-01-2018,20:00:00,21:00:00,night,13,27,1483.199219,"Moving 8 people from room 100 to room 107 saves 1530.31640625 of electricity, power consumption will reduce from 10513.08984375 to 8982.7734375",Turn off Microwave in room 100
Microwave,109,cold,26-01-2018,21:00:00,22:00:00,night,3,30,1524.992188,"Moving 4 people from room 119 to room 108 saves 1553.6796875 of electricity, power consumption will reduce from 10772.19921875 to 9218.51953125",Turn off Microwave in room 119
Microwave,109,hot,27-01-2018,01:00:00,02:00:00,midnight,4,32,1518.484375,"Moving 4 people from room 114 to room 101 saves 386.28125 of electricity, power consumption will reduce from 7252.54296875 to 6866.26171875",Turn off Computer in room 114
Microwave,109,low cold,27-01-2018,02:00:00,03:00:00,midnight,9,5,1560.332031,"Moving 6 people from room 119 to room 118 saves 435.1171875 of electricity, power consumption will reduce from 7462.84375 to 7027.7265625",Turn off Computer in room 119
Microwave,109,very hot,27-01-2018,02:00:00,03:00:00,midnight,10,46,1572.023438,"Moving 6 people from room 119 to room 118 saves 435.1171875 of electricity, power consumption will reduce from 7462.84375 to 7027.7265625",Turn off Computer in room 119
Microwave,109,low hot,27-01-2018,04:00:00,05:00:00,early morning,3,51,1581.046875,"Moving 15 people from room 119 to room 117 saves 442.16796875 of electricity, power consumption will reduce from 7540.51953125 to 7098.3515625",Turn off Computer in room 119
Microwave,109,hot,27-01-2018,05:00:00,06:00:00,early morning,7,15,1534.371094,"Moving 3 people from room 114 to room 105 saves 413.109375 of electricity, power consumption will reduce from 7302.8828125 to 6889.7734375",Turn off Computer in room 114
Microwave,109,cold,27-01-2018,08:00:00,09:00:00,morning,13,54,1549.875,"Moving 6 people from room 113 to room 111 saves 399.75 of electricity, power consumption will reduce from 7435.0625 to 7035.3125",Turn off Computer in room 113
Microwave,109,cold,27-01-2018,09:00:00,10:00:00,morning,4,29,1550.179688,"Moving 2 people from room 114 to room 117 saves 430.8125 of electricity, power consumption will reduce from 7529.19140625 to 7098.37890625",Turn off Computer in room 114
Microwave,109,low cold,27-01-2018,13:00:00,14:00:00,afternoon,11,7,1565.460938,"Moving 1 people from room 107 to room 119 saves 462.66015625 of electricity, power consumption will reduce from 7511.24609375 to 7048.5859375",Turn off Computer in room 107
Microwave,109,very hot,27-01-2018,22:00:00,23:00:00,night,2,39,1573.769531,"Moving 1 people from room 114 to room 111 saves 437.63671875 of electricity, power consumption will reduce from 7489.234375 to 7051.59765625",Turn off Computer in room 114
Refridgerator,109,very cold,14-01-2018,05:00:00,06:00:00,early morning,8,2,191.8515625,"Moving 7 people from room 113 to room 114 saves 205.99609375 of electricity, power consumption will reduce from 1519.765625 to 1313.76953125",Turn off Refridgerator in room 113
Refridgerator,109,very hot,14-01-2018,13:00:00,14:00:00,afternoon,8,11,241.1875,"Moving 8 people from room 109 to room 114 saves 241.1875 of electricity, power consumption will reduce from 1760.3203125 to 1519.1328125",Turn off Refridgerator in room 109
Refridgerator,109,cold,14-01-2018,15:00:00,16:00:00,afternoon,4,57,202.2070313,"Moving 4 people from room 113 to room 118 saves 215.5078125 of electricity, power consumption will reduce from 1487.46875 to 1271.9609375",Turn off Refridgerator in room 113
Refridgerator,109,low hot,14-01-2018,17:00:00,18:00:00,evening,6,43,200.3867188,"Moving 14 people from room 116 to room 109 saves 161.74609375 of electricity, power consumption will reduce from 1337.01171875 to 1175.265625",Turn off Refridgerator in room 116
Refridgerator,109,cold,15-01-2018,01:00:00,02:00:00,midnight,7,25,161.6992188,"Moving 2 people from room 103 to room 102 saves 158.09375 of electricity, power consumption will reduce from 1130.2421875 to 972.1484375",Turn off Refridgerator in room 103
Refridgerator,109,low cold,15-01-2018,06:00:00,07:00:00,early morning,4,5,189.3164063,"Moving 6 people from room 104 to room 102 saves 154.33984375 of electricity, power consumption will reduce from 1153.71484375 to 999.375",Turn off Refridgerator in room 104
Refridgerator,109,hot,15-01-2018,14:00:00,15:00:00,afternoon,10,26,173.7578125,"Moving 13 people from room 106 to room 109 saves 175.640625 of electricity, power consumption will reduce from 1243.18359375 to 1067.54296875",Turn off Refridgerator in room 106
Refridgerator,109,hot,15-01-2018,16:00:00,17:00:00,evening,4,7,167.2421875,"Moving 4 people from room 109 to room 114 saves 167.2421875 of electricity, power consumption will reduce from 1239.3671875 to 1072.125",Turn off Refridgerator in room 109
Refridgerator,109,low cold,15-01-2018,18:00:00,19:00:00,evening,15,28,227.3632813,"Moving 13 people from room 100 to room 113 saves 254.2421875 of electricity, power consumption will reduce from 1530.7109375 to 1276.46875",Turn off Refridgerator in room 100
Refridgerator,109,cold,15-01-2018,22:00:00,23:00:00,night,12,33,202.1640625,"Moving 13 people from room 108 to room 112 saves 217.0859375 of electricity, power consumption will reduce from 1505.5859375 to 1288.5",Turn off Refridgerator in room 108
Refridgerator,109,low cold,15-01-2018,23:00:00,00:00:00,midnight,8,1,217.03125,"Moving 14 people from room 101 to room 104 saves 231.23828125 of electricity, power consumption will reduce from 1484.625 to 1253.38671875",Turn off Refridgerator in room 101
Refridgerator,109,cold,16-01-2018,02:00:00,03:00:00,midnight,0,0,201.5976563,None,Turn off Refridgerator in room 112
Refridgerator,109,very cold,16-01-2018,02:00:00,03:00:00,midnight,0,0,201.0898438,None,Turn off Refridgerator in room 112
Refridgerator,109,very cold,16-01-2018,05:00:00,06:00:00,early morning,5,57,197.765625,"Moving 2 people from room 107 to room 103 saves 246.171875 of electricity, power consumption will reduce from 1453.79296875 to 1207.62109375",Turn off Refridgerator in room 107
Refridgerator,109,hot,16-01-2018,08:00:00,09:00:00,morning,12,52,225.6640625,"Moving 2 people from room 116 to room 110 saves 198.5390625 of electricity, power consumption will reduce from 1485.56640625 to 1287.02734375",Turn off Refridgerator in room 116
Refridgerator,109,cold,16-01-2018,11:00:00,12:00:00,morning,11,52,185.7773438,None,Turn off Refridgerator in room 100
Refridgerator,109,cold,16-01-2018,12:00:00,13:00:00,afternoon,3,37,214.8710938,"Moving 14 people from room 101 to room 100 saves 256.125 of electricity, power consumption will reduce from 1511.43359375 to 1255.30859375",Turn off Refridgerator in room 101
Refridgerator,109,hot,16-01-2018,14:00:00,15:00:00,afternoon,0,0,177.203125,"Moving 2 people from room 103 to room 109 saves 177.390625 of electricity, power consumption will reduce from 1269.98828125 to 1092.59765625",Turn off Refridgerator in room 103
Refridgerator,109,very cold,16-01-2018,17:00:00,18:00:00,evening,5,16,159.859375,None,Turn off Refridgerator in room 100
Refridgerator,109,hot,16-01-2018,18:00:00,19:00:00,evening,4,15,221.75,"Moving 4 people from room 109 to room 103 saves 221.75 of electricity, power consumption will reduce from 1495.0078125 to 1273.2578125",Turn off Refridgerator in room 109
Refridgerator,109,hot,16-01-2018,20:00:00,21:00:00,night,11,47,190.5625,"Moving 5 people from room 116 to room 109 saves 170.12890625 of electricity, power consumption will reduce from 1314.0 to 1143.87109375",Turn off Refridgerator in room 116
Refridgerator,109,low cold,17-01-2018,00:00:00,01:00:00,midnight,14,20,219.7851563,"Moving 3 people from room 115 to room 116 saves 217.4140625 of electricity, power consumption will reduce from 1453.07421875 to 1235.66015625",Turn off Refridgerator in room 115
Refridgerator,109,hot,17-01-2018,04:00:00,05:00:00,early morning,5,16,217.0703125,"Moving 9 people from room 105 to room 109 saves 213.90234375 of electricity, power consumption will reduce from 1528.9453125 to 1315.04296875",Turn off Refridgerator in room 105
Refridgerator,109,low hot,17-01-2018,05:00:00,06:00:00,early morning,12,55,218.0117188,"Moving 9 people from room 107 to room 108 saves 233.8359375 of electricity, power consumption will reduce from 1429.0859375 to 1195.25",Turn off Refridgerator in room 107
Refridgerator,109,low hot,17-01-2018,06:00:00,07:00:00,early morning,6,52,206.2929688,"Moving 14 people from room 114 to room 109 saves 195.2109375 of electricity, power consumption will reduce from 1239.93359375 to 1044.72265625",Turn off Refridgerator in room 114
Refridgerator,109,very hot,17-01-2018,11:00:00,12:00:00,morning,12,4,194.4882813,"Moving 12 people from room 109 to room 100 saves 194.48828125 of electricity, power consumption will reduce from 1340.12890625 to 1145.640625",Turn off Refridgerator in room 109
Refridgerator,109,low hot,17-01-2018,11:00:00,12:00:00,morning,4,40,204.6171875,"Moving 12 people from room 109 to room 100 saves 194.48828125 of electricity, power consumption will reduce from 1340.12890625 to 1145.640625",Turn off Refridgerator in room 109
Refridgerator,109,low cold,17-01-2018,12:00:00,13:00:00,afternoon,14,20,227.7929688,"Moving 15 people from room 113 to room 102 saves 204.1640625 of electricity, power consumption will reduce from 1490.16015625 to 1285.99609375",Turn off Refridgerator in room 113
Refridgerator,109,hot,17-01-2018,17:00:00,18:00:00,evening,14,21,166.4804688,"Moving 7 people from room 108 to room 117 saves 183.9296875 of electricity, power consumption will reduce from 1204.03125 to 1020.1015625",Turn off Refridgerator in room 108
Refridgerator,109,very hot,17-01-2018,22:00:00,23:00:00,night,14,49,234.4804688,None,Turn off Refridgerator in room 113
Refridgerator,109,very hot,17-01-2018,22:00:00,23:00:00,night,9,13,226.4726563,None,Turn off Refridgerator in room 113
Refridgerator,109,hot,17-01-2018,23:00:00,00:00:00,midnight,9,18,211.9296875,"Moving 9 people from room 109 to room 119 saves 211.9296875 of electricity, power consumption will reduce from 1438.23828125 to 1226.30859375",Turn off Refridgerator in room 109
Refridgerator,109,very cold,18-01-2018,00:00:00,01:00:00,midnight,3,26,201.1445313,None,Turn off Refridgerator in room 106
Refridgerator,109,low hot,18-01-2018,02:00:00,03:00:00,midnight,6,57,238.1523438,"Moving 1 people from room 111 to room 109 saves 234.91796875 of electricity, power consumption will reduce from 5836.6328125 to 5601.71484375",Turn off Refridgerator in room 111
Refridgerator,109,very cold,18-01-2018,03:00:00,04:00:00,midnight,9,43,190.3632813,"Moving 10 people from room 118 to room 107 saves 212.40625 of electricity, power consumption will reduce from 5731.66796875 to 5519.26171875",Turn off Refridgerator in room 118
Refridgerator,109,cold,18-01-2018,15:00:00,16:00:00,afternoon,13,55,190.75,"Moving 5 people from room 117 to room 112 saves 200.96484375 of electricity, power consumption will reduce from 5676.0859375 to 5475.12109375",Turn off Refridgerator in room 117
Refridgerator,109,cold,18-01-2018,19:00:00,20:00:00,night,10,25,201.5,"Moving 5 people from room 107 to room 109 saves 242.875 of electricity, power consumption will reduce from 5840.2421875 to 5597.3671875",Turn off Refridgerator in room 107
Refridgerator,109,hot,18-01-2018,19:00:00,20:00:00,night,10,8,208.6796875,"Moving 5 people from room 107 to room 109 saves 242.875 of electricity, power consumption will reduce from 5840.2421875 to 5597.3671875",Turn off Refridgerator in room 107
Refridgerator,109,low cold,18-01-2018,21:00:00,22:00:00,night,12,38,237.484375,"Moving 13 people from room 101 to room 117 saves 252.31640625 of electricity, power consumption will reduce from 5986.66015625 to 5734.34375",Turn off Refridgerator in room 101
Television,109,low cold,10-01-2018,01:00:00,02:00:00,midnight,10,54,244.4570313,"Moving 10 people from room 112 to room 111 saves 257.796875 of electricity, power consumption will reduce from 1577.91015625 to 1320.11328125",Turn off Television in room 112
Television,109,very hot,10-01-2018,03:00:00,04:00:00,midnight,15,45,263.0429688,"Moving 15 people from room 109 to room 110 saves 263.04296875 of electricity, power consumption will reduce from 1653.19140625 to 1390.1484375",Turn off Television in room 109
Television,109,low hot,10-01-2018,04:00:00,05:00:00,early morning,1,56,291.5859375,None,Turn off Television in room 100
Television,109,low hot,10-01-2018,07:00:00,08:00:00,morning,15,25,266.8085938,None,Turn off Television in room 109
Television,109,hot,10-01-2018,07:00:00,08:00:00,morning,0,0,247.3867188,None,Turn off Television in room 109
Television,109,very hot,10-01-2018,08:00:00,09:00:00,morning,2,42,282.8632813,"Moving 2 people from room 109 to room 118 saves 282.86328125 of electricity, power consumption will reduce from 1876.78515625 to 1593.921875",Turn off Television in room 109
Television,109,low hot,10-01-2018,09:00:00,10:00:00,morning,5,52,290.9570313,"Moving 1 people from room 107 to room 100 saves 315.28515625 of electricity, power consumption will reduce from 1935.1015625 to 1619.81640625",Turn off Television in room 107
Television,109,hot,10-01-2018,09:00:00,10:00:00,morning,15,4,263.453125,"Moving 1 people from room 107 to room 100 saves 315.28515625 of electricity, power consumption will reduce from 1935.1015625 to 1619.81640625",Turn off Television in room 107
Television,109,hot,10-01-2018,11:00:00,12:00:00,morning,14,25,234.4726563,"Moving 13 people from room 108 to room 109 saves 244.66015625 of electricity, power consumption will reduce from 1648.68359375 to 1404.0234375",Turn off Television in room 108
Television,109,very hot,10-01-2018,12:00:00,13:00:00,afternoon,2,27,282.3320313,"Moving 2 people from room 109 to room 105 saves 282.33203125 of electricity, power consumption will reduce from 1827.28125 to 1544.94921875",Turn off Television in room 109
Television,109,hot,10-01-2018,18:00:00,19:00:00,evening,13,55,274.484375,"Moving 11 people from room 106 to room 109 saves 275.703125 of electricity, power consumption will reduce from 1978.78515625 to 1703.08203125",Turn off Television in room 106
Television,109,hot,10-01-2018,21:00:00,22:00:00,night,13,27,269.3359375,"Moving 13 people from room 109 to room 110 saves 269.3359375 of electricity, power consumption will reduce from 1868.19140625 to 1598.85546875",Turn off Television in room 109
Television,109,low hot,10-01-2018,23:00:00,00:00:00,midnight,4,11,275.4140625,"Moving 1 people from room 107 to room 105 saves 310.76953125 of electricity, power consumption will reduce from 1995.66015625 to 1684.890625",Turn off Television in room 107
Television,109,very hot,11-01-2018,03:00:00,04:00:00,midnight,9,28,260.7304688,"Moving 9 people from room 109 to room 108 saves 260.73046875 of electricity, power consumption will reduce from 1733.203125 to 1472.47265625",Turn off Television in room 109
Television,109,low hot,11-01-2018,08:00:00,09:00:00,morning,6,25,280.25,"Moving 2 people from room 102 to room 115 saves 253.05078125 of electricity, power consumption will reduce from 1753.5390625 to 1500.48828125",Turn off Television in room 102
